Title,Cast,Overview,Language,Genres,Primary_Mood,Moods,Genres_Source,Rating,release_year,has_release_year,Popularity_Scaled,Vote_Count_Scaled,Rating_Scaled,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,science fiction,thriller,tv movie,war,western,Language_english,Language_hindi,Language_kannada,Language_telugu,mood_admiration,mood_amusement,mood_anger,mood_approval,mood_caring,mood_confusion,mood_curiosity,mood_desire,mood_excitement,mood_fear,mood_joy,mood_love,mood_neutral,mood_optimism,mood_realization,mood_sadness,mood_surprise
colonel effingham's raid,,"the story takes place in 1940. on the eve of america's entry in world war ii, a colonel retired to his small southern town, and discovers that there is a plan afoot to tear down confederate monument square. he begins a campaign to rally the townspeople to save the square.",english,"comedy, romance",curiosity,"curiosity, realization",original,6.0,1946.0,1,-0.1056597836860245,-0.2805018344982548,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tag,,"for one month every year, five highly competitive friends hit the ground running in a no-holds-barred game of tag theyve been playing since the first grade. this year, the game coincides with the wedding of their only undefeated player, which should finally make him an easy target. but he knows theyre coming...and hes ready.",english,"comedy, action",joy,"joy, amusement",original,6.709,2018.0,1,2.0104483794741856,1.821009224438096,0.4467132955931801,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hurlyburly,,a group of actors and their casting agents try to find a direction in their lives whilst coming to terms with their personal problems and relationship conflicts.,english,"comedy, drama",joy,"joy, amusement",original,5.5,1998.0,1,0.4927510313145029,0.6210289291332708,-0.4886372224713933,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the lionshare,,"nick (mike pantozzi) gets his girls the same way he gets his music: online. on a first date, eva (jessi kneeland) invites him to an exclusive filesharing community called the lionshare. from there, nicks own creative frustration fuels his consumption of pirated music and other media while he produces nothing of his own. eventually, he finds inspiration in the unlikeliest of places.",english,drama,sadness,"sadness, neutral",original,5.206,2009.0,1,-0.1206438370640836,-0.0005995555659894,-0.7160921871620338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
blast from the past,,"following a bomb scare in the 1960s that locked the webers into their bomb shelter for 35 years, adam now ventures forth into los angeles to obtain food and supplies for his family, and a non-mutant wife for himself.",english,"drama, romance, comedy",caring,caring,original,6.797,1999.0,1,2.1999539592944584,1.46554542663085,0.5147950537318754,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
she's out of my league,,"when he starts dating drop-dead gorgeous molly, insecure airport security agent kirk can't believe it. as his friends and family share their doubts about the relationship lasting, kirk does everything he can to avoid losing molly forever.",english,"romance, comedy",caring,caring,original,6.489,2010.0,1,2.1227241202572054,1.686930226538232,0.2765089002464423,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
there's nothing out there,,"mike's obsession with horror movies means he can't help but expect to find a monster lurking around every corner. when he joins his friends for a weekend away at a remote lodge, mike instantly senses that something isn't right. can mike use his movie knowledge to save his pals from a bloody end?",english,"comedy, horror, science fiction",fear,fear,original,5.729,1991.0,1,-0.0709287154340411,0.5392253376573226,-0.3114699200422887,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"mr. wong, detective",,a chemical manufacturer is killed just after asking detective james wong to help him. so detective wong decides to investigate this as well as two subsequent murders.,english,"crime, thriller, mystery",anger,"anger, excitement",original,5.581,1938.0,1,0.2075208643419733,0.1979942718114574,-0.425971058730094,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the amazing transparent man,,"an ex-major forces a scientist to develop a invisibility formula, with which he plans to create an invisible army and sell it to the highest bidder. however there are side effects to the formula.",english,"science fiction, crime, thriller",anger,"anger, excitement",original,3.992,1960.0,1,-0.042444691762229,0.4425937806867029,-1.6553109869390337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
big stan,,a weak con man panics when he learns he's going to prison for fraud. he hires a mysterious martial arts guru who helps transform him into a martial arts expert who can fight off inmates who want to hurt or love him.,english,"comedy, crime",love,"love, realization",original,6.659,2007.0,1,2.155722835002775,1.417373450007691,0.4080304784689216,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
he's all that,,"to get revenge on her ex-boyfriend, an influencer attempts to transform an unpopular classmate into prom king.",english,"comedy, romance",anger,anger,original,6.469,2021.0,1,1.5897639960061531,1.5255391107132268,0.2610357733967392,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the long voyage home,,the crew of the merchant ship glencairn hope to survive a transatlantic crossing during world war ii. adapted from four eugene o'neill one-act plays.,english,"drama, war",optimism,optimism,original,6.641,1940.0,1,0.4434410490247653,0.6048211638839059,0.3941046643041886,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tennessee's partner,,"a tough, womanizing high-stakes gambler known only as tennessee has an uneasy relationship with duchess, madam of a thinly-disguised bordello, and no other friends at all. but he's saved from murder by a lonesome cowpoke ('my friends call me cowpoke'), in town to meet his fiance goldie on the steamboat. when she arrives, there's a mysterious undercurrent between goldie and tennessee, whose newfound friendship with cowpoke is destined to be severely tried...",english,western,neutral,neutral,original,6.522,1955.0,1,0.0893313305096224,0.098697358122734,0.3020395595484533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
texas terror,,sheriff john higgins quits and goes into prospecting after he thinks he has killed his best friend in shooting it out with robbers. he encounters his dead buddy's sister and helps her run her ranch. then she finds out about his past.,english,"action, adventure, western",excitement,"excitement, anger",original,4.797,1935.0,1,-0.0218203956710883,0.2573104467263596,-1.03251763123847,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
zombie apocalypse,,"there is a new evil, and you have no idea what's coming... when college roommates mark and tom go out for a night at the bar, the last thing they expected to find was a machete wielding stranger and a horde of the undead. with the help of amateur photographer and video store clerk raven, the unlikely party fights their way into an epic conflict between the living... and the dead.",english,"action, horror, science fiction, tv movie",excitement,excitement,original,5.198,2011.0,1,0.6216733790866696,0.9089302819590416,-0.7222814379019152,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the talk,,"several well-known black britons share their poignant, funny and emotional experiences of the conversations parents have to help their children face racism.",english,drama,amusement,"amusement, joy",original,6.339,2019.0,1,0.1008559510067183,-0.9982459939628232,0.1604604488736668,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
american assassin,,"following the murder of his fiance, mitch rapp trains under the instruction of cold war veteran stan hurley. the pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets.",english,"action, adventure, thriller",excitement,"excitement, anger",original,6.412,2017.0,1,2.262724029427285,1.7989808809848105,0.216937361875084,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
safe harbour,,"melissa gilbert stars in this film adaptation of danielle steel's bestselling novel, in which a young girl named pip and her mother meet an artist on the beach in safe harbour, where they have retreated in order to recover from the devastating loss of pip's father and brother.",english,"drama, romance",sadness,sadness,original,5.0,2007.0,1,0.1876803827155097,-0.140550695032122,-0.8754653937139797,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
apocalyptic,,a local news crew become horribly involved with a doomsday cult.,english,"horror, drama",fear,"fear, surprise",original,4.543,2014.0,1,-0.4393951530366048,0.2386484975888667,-1.2290263422297034,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
the night caller,,the inhabitants of ganymede need to find mates from another world or they will become extinct. they soon discover a suitable breeding stock amongst the females of planet earth.,english,"science fiction, horror",curiosity,curiosity,original,5.568,1965.0,1,0.1654387761836472,0.0840073973491899,-0.4360285911824019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
guns n' roses: estranged - part iv of the trilogy!!!,,"a look behind the scenes at the making of the video for the song ""estranged"" from guns n roses use your illusion album, giving fans an up close and intimate look at the band when it was near the peak of its popularity. inludes footage of the axl, slash and the rest of the bandmembers hard at work in the studio, as well as in some of their more relaxed moments.",english,"documentary, music",neutral,neutral,original,9.167,1994.0,1,-0.2929068961567644,-0.5197498876531109,2.348360585421734,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the lion king 1,,timon the meerkat and pumbaa the warthog are best pals and the unsung heroes of the african savanna. this prequel to the smash disney animated adventure takes you back -- way back -- before simba's adventure began. you'll find out all about timon and pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.,english,"adventure, animation, comedy, family",approval,approval,original,6.586,2004.0,1,2.4531903466605254,1.7873081369759558,0.3515535654675044,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the silent hour,,"while working a case as an interpreter, a hearing-impaired police detective must confront a group of criminals trying to eliminate a deaf murder witness in her apartment building.",english,"crime, thriller, action",anger,"anger, excitement",original,6.417,2024.0,1,1.342172422984068,0.9587813308069604,0.2208056435875098,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
manslaughter,,society-girl thrillseeker lydia's fun comes to an end when she accidentally causes the death of motorcycle policeman.,english,"drama, crime",joy,"joy, sadness",original,5.9,2005.0,1,0.2465656913809618,0.2289249819215268,-0.179174685477324,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
roald dahl's matilda the musical,,"an extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. standing up for what's right, she's met with miraculous results.",english,"family, comedy, fantasy",anger,"anger, approval",original,6.797,2022.0,1,1.6192673151497718,1.3238076593501134,0.5147950537318754,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wake the riderless horse,,"jonathan, succumbing to an opioid addiction, decides that it's time to end his story with an overdose; however, he discovers that the 'easy out' he was looking for is a little more challenging than he imagined.",english,drama,curiosity,"curiosity, realization",fallback,6.339,2018.0,1,0.1060750659111194,-0.9982459939628232,0.1604604488736668,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
vikings: battle of heirs,,"a young viking must come to terms with the realization that he may be the king's son, who was switched at birth, but not before others try to take his rightful place.",english,action,excitement,"excitement, anger",original,6.1,2023.0,1,0.4274703284443645,0.3849330620858684,-0.02444341698029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
spiral,,"a reclusive telemarketer has only one semblance of a friend: his telecommuter boss. but the telemarketer's social circle seems to improve greatly when a whimsical co-worker enters his life. only, as he begins to sketch his new friend's portrait, disturbing ""voices"" from the phone man's past threaten to lead him into a network of destruction.",english,"drama, thriller, horror",sadness,"sadness, neutral",original,6.106,2007.0,1,0.1491403681584908,0.5587312040363221,-0.0198014789253788,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
africa screams,,"when bookseller buzz cons diana into thinking that his friend stanley knows all there is to know about africa, they are abducted and ordered to lead diana and her henchmen to an african tribe in search of a fortune in jewels.",english,"comedy, adventure, action",joy,"joy, amusement",original,5.765,1949.0,1,0.462750059300972,0.4632065899701789,-0.2836182917128228,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
follow that bunny!,,"when an ice cream king named i.m. ruthless swipes the easter bunny's all-power magic egg, causing spring to ""not come"". join clarise bunny, forest ranger gerbert, and two helpful human kings scott and abby as they embark on a quest to save the egg and bring on spring. filled with delightful clay animation and a brimming easter basket fill of terrific tunes bring to life this happy, high spirited bunny-tale of the year that never spring.",english,"animation, fantasy, family",joy,"joy, approval",original,6.339,1992.0,1,-0.6091925854903102,-0.9982459939628232,0.1604604488736668,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the change-up,,"lifelong friends dave and mitch are envious of the other's life. mitch thinks dave has it all: a beautiful, loving family and a high-paying job at a prestigious law firm. but dave thinks mitchs stress-free playboy life without obligation or consequence is the real dream come true. one fateful drunken night, they both admit that they wish they had the others life while peeing in a fountain when lightning strikes. the next morning, they wake up, hungover, in each others bodies! with time not on their side, mitch and dave comically struggle to avoid completely destroying each others lives before they can find a way to get their old ones back.",english,comedy,caring,"caring, optimism",original,6.161,2011.0,1,2.0807493450991377,1.769478647058401,0.0227496199113054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
within,,"a young family is on the verge of collapse. a simmering, slow downward spiral of insecurity with devastating consequences for all involved.",english,"horror, thriller",caring,caring,original,5.443,2016.0,1,0.997009125501236,0.9806854322056698,-0.5327356339930485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
king richard,,"the story of how richard williams served as a coach to his daughters venus and serena, who will soon become two of the most legendary tennis players in history.",english,"drama, history",admiration,admiration,original,7.596,2021.0,1,1.9951747385806395,1.7558001904483924,1.1329464713775286,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cages,,an estranged family goes through the painful process of healing their wounds in this drama set in modern-day singapore.,english,drama,caring,caring,original,4.75,2007.0,1,-0.2672479619471147,-0.4427292176954577,-1.068879479335273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
beethoven,,"the newton family live in their comfortable home, but there seems to something missing. this ""hole"" is filled by a small puppy, who walks into their home and their lives. beethoven, as he is named, grows into a giant of a dog... a st bernard. doctor varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. beethoven is on the bad doctor's list.",english,"family, comedy",caring,"caring, curiosity",original,5.833,1992.0,1,1.76144003094324,1.6715806063346996,-0.2310096604238307,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
the amazing quest of ernest bliss,,a bored millionaire wagers his doctor that he can support himself at a working class job for a year without touching his inheritance.,english,"romance, drama, comedy",love,"love, desire",original,6.817,1936.0,1,-0.0299558634902911,0.187035828244208,0.5302681805815792,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
for people in trouble,,"when two people meet one night in london, their relationship blossoms and fractures, intertwined with impending societal collapse.",english,"drama, romance, science fiction",sadness,sadness,original,4.6,2023.0,1,0.3570376090094803,-0.3797987481869782,-1.1849279307080491,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the young land,,an american gunslinger kills a mexican man in california immediately after the mexican-american war. the killer is arrested and put on trial for murder with the hispanic population waiting to learn of american justice.,english,western,neutral,neutral,original,6.778,1959.0,1,0.1063744429019885,-0.2034811645406015,0.500095583224657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
michael jackson's thriller,,"a night at the movies turns into a nightmare when michael and his date are attacked by a horde of bloody-thirsty zombies. on top of the success of the thriller album and michael jackson's electrifying performance at motown 25, the short film/music video for ""thriller"" established jackson as an international superstar and global phenomenon. thriller is credited for transforming music videos into a serious art form, breaking down racial barriers in popular entertainment, popularizing the making-of documentary format and creating a home video market. the success transformed jackson into a dominant force in global pop culture. in 2009, it became the first music video inducted into the united states national film registry by the library of congress as ""culturally, historically or aesthetically significant"". ""thriller"" was also jackson's seventh and final u.s. hot 100 top 10 hit from the thriller album. it was the first album in history to have seven u.s. top 10s.",english,"horror, music, thriller",fear,fear,original,8.253,1983.0,1,1.6740398140370507,1.308163838964333,1.6412386883902872,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
queen of blood,,"a spaceship is sent to mars after an alien distress signal is picked up. they find one survivor, but when a crew member is found drained of blood it's evident they have rescued a bloodsucking monster. uses footage from encounter in space (1963).",english,"science fiction, horror",fear,"fear, surprise",original,5.26,1966.0,1,0.4662544434233466,0.3588707257701261,-0.6743147446678349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
monte carlo,,three young women vacationing in paris find themselves whisked away to monte carlo after one of the girls is mistaken for a british heiress.,english,"adventure, comedy, romance",excitement,"excitement, curiosity",original,6.81,2011.0,1,1.316985633372251,1.6808132718686943,0.5248525861841825,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
howling: new moon rising,,"a number of vicious murders occur in a small california town after a motorcycle-riding stranger arrives. the gruesome slayings look disturbingly like the work of a werewolf. meanwhile, in another nearby town, police are hot on the trail of a killer they believe is a werewolf.",english,horror,fear,"fear, surprise",original,2.896,1995.0,1,0.2444995684271347,0.4826574811193369,-2.503238338302783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
the man in the moon,,"maureen trant and her younger sibling dani share a strong connection, but local boy court foster threatens to throw their bond off balance. dani and court meet first and have a flirtatious rapport -- but when he meets maureen, he falls hard and they begin a passionate affair. the new couple try to keep their love hidden from dani, but she soon learns the truth, disavowing her sister. but a heartbreaking accident later reunites the girls.",english,"drama, romance",love,"love, realization",original,7.424,1991.0,1,1.1809985166156682,1.0538871542190689,0.9998775804700792,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
last night in soho,,"a young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. but 1960s london is not what it seems, and time seems to be falling apart with shady consequences.",english,"horror, mystery, drama, thriller",love,love,original,7.263,2021.0,1,2.5719530989149764,1.8629011749761344,0.875318909329966,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
basic instinct 2,,"novelist catherine tramell is once again in trouble with the law, and scotland yard appoints psychiatrist dr. michael glass to evaluate her. though, like detective nick curran before him, glass is entranced by tramell and lured into a seductive game.",english,"crime, mystery, thriller",anger,"anger, excitement",original,4.957,2006.0,1,1.9030543931842188,1.3343912850559234,-0.9087326164408422,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
my love affair with marriage,,"from an early age, songs and fairytales convinced zelma that love would solve all her problems as long as she abided by societal expectations of how a girl should act. but as she grew older something didn't seem right with the concept of love: the more she tried to conform, the more her body resisted. a story about the acceptance of the inner female rebellion.",english,"animation, drama",love,love,original,5.382,2023.0,1,0.0515860705156831,-0.0005995555659894,-0.579928670884644,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
due date,,"peter highman must scramble across the us in five days to be present for the birth of his first child. he gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. peter embarks on a terrifying journey when he accepts a ride from an actor.",english,"comedy, drama",joy,"joy, amusement",original,6.392,2010.0,1,1.996502274224243,2.001142942852753,0.2014642350253809,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scandalize my name: stories from the blacklist,,"a look at the confluence of the red scare, mccarthyism, and blacklists with the post-war activism by african americans seeking more and better roles on radio, television, and stage. it begins in harlem, measures the impact of paul robeson and the campaign to bring him down, looks at the role of huac, j. edgar hoover and of journalists such as ed sullivan, and ends with a tribute to canada lee. throughout are interviews with men and women who were there, including dick campbell of the rose mclendon players and fredrick o'neal of the american negro theatre. in the 1940s and 1950s, anti-communism was one more tool to maintain jim crow and to keep down african-americans.",english,"documentary, history",caring,caring,original,8.25,1998.0,1,0.3008439992416385,-0.4427292176954577,1.6389177193628317,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cake: a wedding story,,"when two star-crossed lovers, set on eloping, are forced into having a big wedding, the bride develops a plan of her own. unfortunately, the groom is not privy to the plan. meanwhile, family and friends start to take sides at a reception for a wedding that never took place!",english,"romance, comedy",caring,"caring, love",original,8.0,2007.0,1,-0.0903492447695787,-0.758997940807967,1.4455036337415383,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
in the glitter palace,,"the ex-girlfriend of a lawyer, who left him for a lesbian lover, asks him to defend her lover in a murder case.",english,"crime, drama, tv movie",love,love,original,4.0,1977.0,1,0.0548159814732705,-0.4427292176954577,-1.6491217361991524,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
man in the attic,,"london, 1888: on the night of the third jack the ripper killing, soft-spoken mr. slade, a research pathologist, takes lodgings with the harleys, including a gloomy attic room for ""experiments."" mrs. harley finds slade odd and increasingly suspects the worst; her niece lily (star of a decidedly parisian stage revue) finds him interesting and increasingly attractive. is lily in danger, or are her mother's suspicions merely a red herring?",english,"thriller, crime, horror",fear,"fear, excitement",original,5.4,1953.0,1,0.1005554281943887,0.3849330620858684,-0.5660028567199104,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
21 bridges,,"an embattled nypd detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. as the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.",english,"crime, action, drama",curiosity,"curiosity, surprise",original,6.775,2019.0,1,2.2385528077529284,1.6597593609535195,0.4977746141972021,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
beyond therapy,,"manhattanites bruce and prudence are each looking for a meaningful romantic relationship and have been encouraged by their psychiatrists to find someone through the personal ads. their first meeting is disastrous, but they begin to hit it off during their second date. however, bruce's bisexual, live-in lover does not want to share bruce and is willing to do whatever it takes to keep him to himself.",english,comedy,love,"love, anger",original,3.903,1987.0,1,0.213203433204746,0.2481055817649158,-1.724166401420214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mvp: most valuable primate,,"jack is a three-year-old chimpanzee who has been the subject of a long-term experiment by dr. kendall, a researcher who been teaching jack to communicate through sign language. jack scrambles onto the ice in the midst of practice for steven's junior league hockey team, and he and his teammates discover the monkey has a natural talent for the game.",english,"comedy, family",curiosity,curiosity,original,4.755,2000.0,1,0.6627821843700701,0.5878146710604805,-1.0650111976228471,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
women in the night,,during ww2 six allied nations women at shanghai university are arrested by the germans accused of killing a german officer and forced to entertain the japanese.,english,"drama, thriller",sadness,"sadness, neutral",original,4.0,1948.0,1,-0.0171827262744208,-0.2034811645406015,-1.6491217361991524,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
sputnik mania,,"fifty years ago, at the height of the cold war, the ussr launched sputnik, the first satellite to orbit the earth, bringing america to its knees in awe - then fear. initially thrilling as a marvel of science, sputnik was soon viewed by america a weapon of mass destruction.",english,"documentary, history",excitement,"excitement, fear",original,7.0,2007.0,1,-0.0960544815504681,-0.758997940807967,0.6718472912563657,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
