Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID
Anokhi Raat,"Mystery, Crime, Drama, Family, Music",6.0,0.0915,01-01-1968,"Sanjeev Kumar, Zaheeda, Tarun Bose, Aruna Irani, Anwar Hussain",A young woman agrees to marry a much older man in order to save her grandfathers home.,1.0,
One Friday Night,"Mystery, Crime, Thriller",4.3,0.2143,28-07-2023,"Raveena Tandon, Milind Soman, Vidhi Chitalia, Ambrish Saxena, Hemant K Gaur","Ram Varma, a married man, is having an affair with a younger woman, Nirosha. One night when Ram meets with a life-altering accident, Nirosha is forced to contact Ram's wife, Dr. Lata. How will Lata react after discovering her husband's infidelity?",3.0,
Dulaara,"Mystery, Crime, Thriller",5.0,0.1838,28-01-1994,"Govinda, Karisma Kapoor, Ranjeet Bedi, Farida Jalal, Satyajeet","Raja's adoptive father, James Joyner, was once a career-criminal who was gunned down by the police; thus when there are killings in and around the city Raja becomes a suspect - only to learn that he is being framed for someone else's crime; while on the other hand Inspector Vijay Chauhan is looking for evidence to incarcerate him.",3.0,
Paharganj,"Mystery, Drama",7.0,0.4751,12-04-2019,"Lorena Franco, Bijesh Jayarajan, Neet Chowdhary, Rajeev Gaursingh, Karran Jeet","Coming from the streets of Paharganj, the movie depicts a woman's search for her lost love, a man's attempt to regain his lost enigma and dealing with his brother's untimely death, an unexpected political murder, and raging gang war.",1.0,
Yugantar,"Mystery, Drama",0.0,0.2672,14-11-2025,"Rannvijay Singha, Shalin Bhanot, Prajakta Koli, Shantanu Maheshwari, Parth Samthaan",These movies are based on the research of changes in humans due to Vedic changes born in humans over time.,0.0,
Rukh,"Mystery, Drama",5.6,0.1904,27-10-2017,"Manoj Bajpayee, Adarsh Gourav, Smita Tambe, Kumud Mishra, Ahsaas Channa","Away from home in a boarding school, 18-year-old Dhruv is ignorant about the ongoing crisis in his family. His life takes an unexpected turn as he gets the news of his fathers death in a car accident. As he copes with the tragedy, hidden truths begin to unravel. Even as his mother Nandini struggles to shield him, Dhruv starts looking for answers. Was his father's death an accident or a premeditated murder? The search leads to a series of unexpected revelations, as he discovers the shades of his fathers personality he had never seen before.",6.0,
Halahal,"Mystery, Drama",6.3,0.1596,21-09-2020,"Sachin Khedekar, Barun Sobti, Devendra Chauhan, Purnendu Bhattacharya, Enab Kizra",The Murder of a college girl morphed into a suicide takes Dr. Shiv on a journey to dig the truth out of his daughter's murder.,6.0,
Mushaira,"Mystery, Drama",9.0,0.1335,06-10-2023,"Ashutosh Ramashankar, Rakesh Bedi, Arun Bali, Krutikka, Sheela Sharma","Mubeen receives an invitation of Mushaira organized by Abida in Dilbara Kothi Aligarh. There he falls in love with Abida, but finally he comes to know that she was a spirit. A Stranger reveals the whole story of Abida's past life and all her family members and poets, who attended the last Mushaira organized around 25-year back. In the next birth Abida and Mubeen finally meet forever as Ada and Shantanu in modern life. The Movie is full of heart touching poetries (Shayari), melodious Songs, loving dialogues and suspense.",1.0,
Poos Ki Ek Raat,"Mystery, Drama",0.0,0.0261,05-10-2024,"Tarun J. Bainsla, Karan Maan, Saloni Sandhu","The whole world has come to an end due to the spread of an unknown virus from China . A year after the outbreak , Er. Ankur Sharma listens to the telecast of Munshi ji's story Poos Ki Raat on the radio and the safety rules of lock-down , remembering his girlfriend and friend Monty in the last moments of his life imprisoned in his house . . Where he is trying to keep himself alive , lost in the memories of his sin knowing the truth of death , and there is someone at the door who is knocking again and again. Ankur wonders who has come. You can also tell by watching the film who would have come?",0.0,
House of Lies,"Mystery, Drama, Crime",0.0,0.767,31-05-2024,"Sanjay Kapoor, Rituraj Singh, Simran Kaur Suri, Smiley Suri, Hiten Paintal",,0.0,
The Tinkling of Anklets,"Mystery, Drama, Horror",0.0,0.0729,29-09-1981,"Vijay Anand, Rekha, Shreeram Lagoo, Leela Mishra, Dheeraj Kumar","Thakur Ranjit Singh buys the enslaved Kajal's freedom and gives her the status of a daughter-in-law... much to the disgust of his uncle, Jasbir. When the sleazy Shakal turns up and arranges a secret meeting with Kajal, Ranjit believes that he has caught his beloved being unfaithful. He exacts a fearful retribution. Obligingly, Jasbir destroys the evidence. Ranjit finds himself being plagued by the restless spirit of Kajal as well as a suspicious policeman. Seeking respite in Bombay, he is stunned to see Kajal's doppelganger, a nurse called Kiran. Unnerved, he brings Kiran home with him and finds himself falling in love again. The mystery deepens when Kajal's vengeful spirit murders the usurper, sending Ranjit over the edge and into an asylum.",0.0,
Yeh Raat Phir Na Aaygi,"Mystery, Drama, Romance, Thriller, Horror",8.0,0.1573,07-01-1966,"Prithviraj Kapoor, Biswajeet Chatterjee, Sharmila Tagore, Mumtaz Askari, Helen","After discovery of skeletal remains at an excavation site, a woman known to be deceased for over 2 centuries mysteriously re-surfaces to claim her lover.",1.0,
Nirvana Inn,"Mystery, Drama, Thriller",6.0,0.9775,06-10-2019,"Adil Hussain, Sandhya Mridul, Rajshri Deshpande",,1.0,
Unintentional,"Mystery, Drama, Thriller",10.0,0.064,26-08-2022,"Anil Modi, Rhythm Rajyaguru, Dhruvin Kumar, Siddharth Gosai, Smit Joja","A young and successful restaurant owner was tasting her success, little did she know her nasty past contained some horrible consequences which could take away her everything.",1.0,
Nikita Roy,"Mystery, Horror",0.0,1.5949,18-07-2025,"Sonakshi Sinha, Paresh Rawal, Suhail Nayyar, Arjun Rampal, Kallirroi Tziafeta",A woman's scepticism about the supernatural is challenged when she looks into the mysterious death of her brother and its connection to a religious cult.,0.0,
Saaya,"Mystery, Horror",4.3,0.826,04-07-2003,"John Abraham, Tara Sharma, Mahima Chaudhry, Zohra Sehgal, Raj Zutshi","Tanya is a rich woman who is married to another rich man named Vinod. But their lives change by Vinod's death. Tanya than starts falling in love with a doctor named Akash. But Akash is in love with a woman named Maya and after some time gets married to her. But their marriage does not last long. Because, first Maya leaves him to travel to another part of India to help people who are sick; and then Akash receives news that she is dead. Tanya comes up to console Akash and hopes that he will now love, accept and marry her. But Akash does not do so, as he is still immersed in Maya's memories, and believes that Maya is still alive and calling out to him. Is Akash going out of his mind?",9.0,
Vaastu Shastra,"Mystery, Horror",5.143,0.3927,22-10-2004,"Sushmita Sen, J. D. Chakravarthi, Peeya Rai Chowdhary, Purab Kohli, Sayaji Shinde","A couple and their sister move to their new house with their young son, but soon discover that an old tree outside the house holds a strange curse which is haunting their house.",7.0,
Night of the Full Moon,"Mystery, Horror",0.0,0.2316,01-01-1965,"Manoj Kumar, Nandini, Prem Chopra, Kumud Chuggani, Rajendranath Malhotra",Prakash and Chandan are enjoying their college trip with with their friends when Sumer Singh arrives with the news that Chandan's father is unwell and his mother has asked him to rush home.Paraksh who wants to slip from flirty Rekha accompanies Chandan to his house to provide him moral support.On the way Prakash finds out that the mansion he is going is haunted by a spirit of a women named Rani who was suspected to be murdered by Lala Bajinath.,0.0,
Phir Wahi Raat,"Mystery, Horror",7.0,0.2048,15-08-1980,"Rajesh Khanna, Kim, Aruna Irani, Danny Denzongpa, Shashikala","Dr. Vijay is a psychiatrist and is in love with a beautiful young woman named Asha. He is stunned when another doctor refers Asha to him, as Asha has been having hallucinations and nightmares of a woman who comes to attack her and choke her to death so much so that her hostel warden has asked her to leave. Vijay hypnotizes Asha, and is successful in driving away her fears. Asha, her friend, Shobha, and Vijay travel to Asha's residence out in the countryside to celebrate her birthday, which they do with lot of pomp and merriment. Shortly thereafter, Asha sees a grotesque woman, quite different from the one she has been having nightmares about, walking in the hallway of her house, but whose motive is also the same - her death.",1.0,
Lal Bangla,"Mystery, Horror",0.0,0.1528,01-01-1966,"Prithviraj Kapoor, Sheikh Mukhtar, Sujit Kumar, Jayanthi, Rachna","While investigating a murder case that involves his younger brother, a police inspector discovers a ghost roaming the ruins of an ancient palace.",0.0,
Teri Talaash Mein,"Mystery, Horror",0.0,0.1406,01-01-1968,"Rita Bhaduri, Krishna, Sudhir Pandey, Ajit Vachani, Mohan Choti",A man meets a mysterious woman but soon she vanishes. He desperately tries to find  her but a shocking revelation about her changes everything.,0.0,
Love and Murder,"Mystery, Horror",0.0,0.1295,01-01-1966,"Prithviraj Kapoor, Ramesh Deo, Jaymala Adarsh, Hiralal, P. Kailash",A robber steals the money from a bank heists from his accomplices. He hides at his sisters place but gets murdered. She soon is lured to a resort called the Rainbow Hotel where the other gang members also are. Soon one after another they are murdered.,0.0,
Oos Raat Ke Baad,"Mystery, Horror",8.0,0.1277,03-05-1969,"Sanjeev Kumar, Tanuja Samarth, Madan Puri, Sailesh Kumar, Shaminder",Old Thakur Sunder Singh (Sanjeev Kumar) is haunted by a past indiscretion. In his youth he fell in love with a village girl and she became pregnant by him. He then rejected her.,1.0,
Ek Paheli,"Mystery, Horror",0.0,0.1143,14-02-1971,"Feroz Khan, Sanjeev Kumar, Tanuja Samarth, Aruna Irani, Rajendranath Malhotra","Sudhir goes to take care of his family business in Goa. He is attracted to Maria, a mysterious woman who meets him in an old graveyard.",0.0,
Woh Koi Aur Hoga,"Mystery, Horror",0.0,0.0897,15-12-1967,"Sohrab Modi, Feroz Khan, Mumtaz Askari, Dhumal, Asit Sen",An artist suspects that the wax figures in a local museum may actually be hiding the bodies of murder victims. His investigation is hampered by a beautiful ghost.,0.0,
Anjan Hai Koyee,"Mystery, Horror",0.0,0.0625,31-10-1969,"Helen, Feroz Khan, Nalini, Aruna Irani, Tiwari","Anand (Feroz Khan), traveling by rail to meet his future bride, Sima (Aruna Irani), discovers a dead man in his train compartment. Arriving in his fiancees village, Anand witnesses another killing, this time a young woman (Noorjahan) he sees in an old, abandoned haveli. Reaching Simas home, he finds that his bride-to-be has been crippled in an accident and is under the care of a Dr. Prakash (Rakesh). Simas brother, Suraj (Suraj), and best friend, Sandhya (Nalini) are also staying with her. At a party for Sima, Anand spots the woman he saw murdered in the old shack and chases after her. But she suddenly disappears. A few days later he sees her again, swimming in a pond, but then she vanishes just like before. Meanwhile, it appears that someone is trying to kill Sima, and it also turns out that Anand is not who he claims to be.",0.0,
Bin Badal Barsaat,"Mystery, Horror",0.0,0.054,17-11-1963,"Asha Parekh, Biswajeet Chatterjee, Nishi Kohli, Dev Kishan, Padma Chavan","Seventy years ago the wealthy Thakur of Neelamghat had an affair with a gypsy girl, and then married another woman. The gypsy girl's dad placed a curse on the entire Thakur family that whenever a male marries, his wife will die in mysterious circumstances after an year. The curse has come true over the years, and none of the Thakurs have escaped it's wrath. The latest Thakur, Prabhat has now come to settle in Neelamghat, and is attracted to the local doctor's daughter, Sandhya Gupta. When Dr. Gupta proposes marriage, Prabhat tells them about the gypsy curse, and both father and daughter scoff at this. They quickly change their minds one night, when they find Prabhat dressed as a groom, getting ready to marry a reincarnated gypsy girl.",0.0,
Moti Mahal,"Mystery, Horror",0.0,0.052,01-01-1952,"Ajit Khan, Suraiya, Jeevan Dhar, Tabassum, Pran Sikand","In the hilly state of Champa Nagar, the magnificent castle of Rai Saheb Motisagar called ""MOTI MAHAL"" stands there even today in all its regal glory. Our story springs from this historical palace whose ghastly memories make people shiver with fear even now. After Rai Saheb's sudden demise the rumour got currency that his restless spirit still hovered about the palace. Though nobody had any proof in support of this, but subsequent incidents gave substance to it. Just two days after his death, as his maid servant was bringing his only Son SUDHIR to Champa Nagar by train the child disappeared on the way. Hardly could the shock of this news subside, when one stormy night his nephew Jugal and sister's son Shekhar came together to  ""MOTI MAHAL"" to hear the WILL from Vakil. But Lo! the Vakil himself vanished and his dead body was picked up in the palace-compound, sometime later.",0.0,
Murder in Circus,"Mystery, Horror",0.0,0.0143,01-01-1971,"Sujeet Kumar, Jaymala Adarsh, N.A. Ansari, Shetty, B.M. Vyas","After a jeweler is murdered, and a case full of diamonds that belonged to the dead man disappears, his daughter (Jaymala) becomes a trapeze artist and discovers, to her horror, that an unknown killer is stalking the grounds of the circus she is working at.",0.0,
Khooni Murdaa,"Mystery, Horror, Fantasy",3.0,0.0695,23-02-1989,"Tina Ghai, Huma Khan, Mayur Verma, vidyashree, Puneet Issar","After accidentally killed by some college students, an obsessive lover returns as a living dead and starts killing them one by one.",1.0,
Kucch To Hai,"Mystery, Horror, Thriller, Romance",4.2,0.3034,24-01-2003,"Tusshar Kapoor, Esha Deol, Anita Hassanandani Reddy, Vrajesh Hirjee, Yash Tonk","A group of friends, who have a dark past, reunite at a wedding where a mysterious assailant tries to murder them for the sake of revenge.",6.0,
Muskaan,"Mystery, Romance",7.2,0.529,26-03-2004,"Aftab Shivdasani, Gracy Singh, Parvin Dabas, Vrajesh Hirjee, Razak Khan","Fashion designer Samir (Aftab Shivdasani) works closely with friends Sharad (Parvin Dabas), Satin (Vrajesh Hirjee) and Shikha (Anjala Zaveri). Another friend is Janvi (Neha), who wishes Samir would see her in a romantic light. But the girl who's caught Samir's eye is Muskaan (Gracy Singh), whom he meets accidentally over the phone. Gradually, the two fall in love, without ever having seen each other's face.",5.0,
Kahaani,"Mystery, Thriller",7.2,0.8315,08-03-2012,"Vidya Balan, Parambrata Chatterjee, Nawazuddin Siddiqui, Saswata Chatterjee, Kharaj Mukherjee","Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems.",314.0,
Game,"Mystery, Thriller",5.7,0.5475,01-04-2011,"Abhishek Bachchan, Kangana Ranaut, Gauahar Khan, Sarah-Jane Dias, Jimmy Shergill","Four strangers are invited by the reclusive Kabir Malhotra, to his private island of Samos, Greece. They don't know each other and they don't know him ... and by the next morning they will wish they had never come.",41.0,
Woh Main Nahin,"Mystery, Thriller",6.25,0.2784,04-01-1974,"Rekha, Navin Nischol, Asha Sachdev, Manher Desai, Narendra Nath",A forest conservator works with a tribal clan during the British rule over India. He consciously does several marriages to expose the sly men who are playing with the sacred institution of marriage.,8.0,
Dial 100,"Mystery, Thriller",6.3,0.2331,06-08-2021,"Manoj Bajpayee, Neena Gupta, Sakshi Tanwar, Svar Kamble, Nandu Madhav","The Police emergency control room receives a call from a woman, who sounds troubled and wants to commit suicide. As officer Nikhil tries to calm her down, he discovers that the hysterical woman has bought a gun. When asked, she tells him to stay tuned to find out about her real intentions. But as time progresses, Nikhil figures out that the woman has sinister intentions and his family is in danger.",9.0,
Vodka Diaries,"Mystery, Thriller",6.0,1.7751,19-01-2018,"Kay Kay Menon, Raima Sen, Mandira Bedi, Sharib Hashmi, Rishi Bhutani",,16.0,
Baharon Ki Manzil,"Mystery, Thriller",7.0,0.1486,01-01-1968,"Dharmendra, Meena Kumari, Rehman, Farida Jalal, Tun Tun","Meena Kumari wakes up thinking she is Radha. Everyone around her, Subodh Rai, daughter Nalini, friends, and society believe she is Nanda. 16 years before, the date of the film, SS Fort Stikine exploded in Mazgaon, Bombay bringing destruction, and due to the World War II censorship, not much detail was generally available. Casualty figures vary, but the explosion was of such intensity that it was recorded in Simla - about 2000 kms away. Fact and fiction come together in a dramatic way. Nanda and Radha are two sisters, living with their wealthy parents near Mazgaon Docks. Nanda is married to Subodh Rai from Darjeeling and has a daughter, Nalini. This family is affected by the blast. Rajesh Khanna (Dharmendra) a psychiatrist takes on the case of Meena Kumari. Every bit of evidence points to Meena Kumari's instability. Her attempts to prove that she is Radha and not Nanda turn out to be futile. Is Meena Kumari Nanda or Radha? Is she insane or being driven insane? Can she prove who she is?",2.0,
Naam Gum Jaayega,"Mystery, Thriller",5.0,0.1287,10-04-2005,"Raqesh Bapat, Dia Mirza, Aryan Vaid, Mandira Bedi, Divya Dutta","In a mountainous, hilly and forest region; Vishal Saxena and Natasha meet on one of the hills during a college hike only to spend considerable time with each other which eventually blossom into love. Natasha confide to Vishal that she would like to get married but Vishal asks for a time period of 6 months; they both agree on terms that they will not meet or get in contact with each other during this period but after the 6 months has passed they both will reunite at the hill they first meet. Eventually the 6 months passed by and Natasha goes to meet Vishal but even after a long wait he does not turn up prompting Natasha to pay him a visit but unfortunately she find his house occupy by a female named Nalini Sen; when question she gets informed that Nalini brought the house from Vishal 6 months ago. Natasha believes that one day Vishal will return and asks permission from Nalini to take up lodging at the house. Eventually Natasha gets to realize that she is at the mercy of Professor ...",1.0,
My Client's Wife,"Mystery, Thriller",6.4,0.1249,31-07-2020,"Anjali Patil, Sharib Hashmi, Abhimanyu Singh, Gireesh Sahedev, Vishal Om Prakash","Manas Verma, a lawyer, is defending Raghuram Singh who is accused of assaulting his wife. However, Raghuram claims that he is being framed. To get to the bottom of the matter, Verma starts investigating the case further and finds that not everything is the way that it seems. Manas uncovers some shocking truths that might change the case.",4.0,
Wrong Number,"Mystery, Thriller",0.0,0.1051,12-12-2003,"Parvin Dabas, Yash Tonk, Richa Pallod, Rinku Ghosh, Vrajesh Hirjee",A group of friends love to prank-call random people from the phone book...until a chance connection leads to a serious entanglement.,0.0,
Khamoshh... Khauff Ki Raat,"Mystery, Thriller",6.5,0.0916,15-04-2005,"Shilpa Shetty Kundra, Juhi Chawla Mehta, Shawar Ali, Rajiv Singh, Kelly Dorji","While travelling on a rainy night with his boss, an arrogant actress, Avinash's car ends up hitting a woman. Soon they all get stranded in a motel with a few more people. One of them is a killer.",2.0,
Chehere: A Modern Day Classic,"Mystery, Thriller",7.0,0.0848,28-08-2015,"Divya Dutta, Manisha Koirala, Jackie Shroff, Arya Babbar, Rakesh Bedi","Chehere is a period drama set in the 1950s that revolves around the life of a retired silent era actor. The actress in the film has a bitter relationship with her sister, a poet. There is clash of ideas and perspectives and what follows is mystery.",1.0,
Murder at Monkey Hill,"Mystery, Thriller",0.0,0.0478,11-03-1976,"Vidhu Vinod Chopra, Anjali Paigankar, Dilip Dhawan","The story deals with a professional hitman, who falls in love with the woman he sets out to murder.",0.0,
I Think I've Killed Someone,"Mystery, Thriller",0.0,0.0071,24-03-2024,"Lavnish Kumar Sharma, Karan Sharma, Raveena Ingale, Suraj Nair","I think I've killed someone is a 30-min short film about a young man witnessing a gruesome event. Unable to process it, he goes to his therapist to talk about it where a shocking revelation awaits him!",0.0,
Teesri Manzil,"Mystery, Thriller, Comedy",6.3,0.2253,21-10-1966,"Shammi Kapoor, Asha Parekh, Helen, Premnath Malhotra, Iftekhar","Blaming him for the suspicious death of her sister, a young woman sets out to exact revenge on a nightclub drummer. She becomes romantically involved with a charismatic young man she meets on the way, unaware that he is the suspect.",13.0,
Te3n,"Mystery, Thriller, Crime",6.9,0.3332,10-06-2016,"Amitabh Bachchan, Nawazuddin Siddiqui, Vidya Balan, Padmavati Rao, Mukesh Chhabra","A grandfather, police officer and a priest join hands to investigate and find a missing child.",99.0,
Haseen Dillruba,"Mystery, Thriller, Crime, Romance",6.798,0.9771,30-06-2021,"Taapsee Pannu, Vikrant Massey, Harshvardhan Rane, Aditya Srivastava, Yamini Das","Under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",100.0,
Gumnaam,"Mystery, Thriller, Horror",6.194,0.6957,06-02-1965,"Manoj Kumar, Nanda, Pran Sikand, Helen, Mehmood","Eight people are trapped on an island when their plane abandons them. They find a large mansion whose butler is expecting them. Then one by one, they begin to die...",17.0,
Woh Kaun Thi,"Mystery, Thriller, Horror",7.333,0.4087,07-02-1964,"Manoj Kumar, Helen, Prem Chopra, K.N. Singh, Dhumal","One stormy night, a doctor offers a ride to a ghostly woman he meets on the side of the road. Later, he discovers his intended bride is identical in appearance to the ghost. Who was she and why does she haunt him?",9.0,
Phir Aayi Hasseen Dillruba,"Mystery, Thriller, Romance",6.425,0.6526,09-08-2024,"Taapsee Pannu, Vikrant Massey, Sunny Kaushal, Jimmy Shergill, Aditya Srivastava","While evading the cops in Agra, Rani and Rishu scheme to run away together. But when their plans go awry, Rani asks a mild-mannered admirer for help.",40.0,
Angithee 3,Romance,0.0,0.5793,07-03-2024,"Akshitaa Agnihotri, Shafaq Naaz, Rrahul Sudhir, Gulfam Khan",,0.0,
Dil Aashna Hai,Romance,7.2,0.5987,23-10-1992,"Shah Rukh Khan, Divya Bharti, Jeetendra, Mithun Chakraborty, Dimple Kapadia",A cabaret dancer who was raised in a brothel sets out to find her biological mother.,13.0,
English Babu Desi Mem,Romance,5.6,0.5364,26-01-1996,"Shah Rukh Khan, Sonali Bendre, Saeed Jaffrey, Sunny Singh, Rajeshwari Sachdev","Vikram Mayur is looking after his late brother's eight-year-old son and is torn between choosing to take Nandu back to England to learn his family's business, or risk throwing it all way.",16.0,
Pal Pal Dil Ke Paas,Romance,4.9,0.5225,20-09-2019,"Karan Deol, Sahher Bambba, Simone Singh, Mannu Sandhu, Kallirroi Tziafeta",Pal Pal Dil Ke Paas a love story set in snowy hilly regions of Himachal Pradesh with all of the complexities of love. It is a 2019 Indian Hindi-language romantic drama film directed by Sunny Deol and produced by Sunny Sounds Pvt Ltd and Zee Studios.,4.0,
Chhote Sarkar,Romance,4.7,0.4856,21-11-1996,"Govinda, Shilpa Shetty Kundra, Sadashiv Amrapurkar, Aruna Irani, Divya Dutta","Amar Saxena is a businessman, and the Managing Director of prestigious Khaitan Fans Ltd., India. One day while leaving from a board meeting, he meets a beggar named Jagmohan, who calls him ...",3.0,
Doli Saja Ke Rakhna,Romance,7.375,0.4092,27-11-1998,"Akshaye Khanna, Jyothika, Anupam Kher, Amrish Puri, Moushumi Chatterjee","Inderjit Bansal comes from a wealthy family. His father and mother, Chandrika, would like him to get married and settle down,but he goes to another city to do his MBA and stays with friends. During this time, he meets Pallavi Sinh (Jyothika) and they fall in love. She reciprocates his feelings, but trouble comes in the form of her tyrannical trio of brothers",8.0,
Panga,Romance,0.0,1.5227,24-01-2020,"Kangana Ranaut, Jassie Gill, Richa Chadha, Neena Gupta, Yagya Bhasin",,0.0,
Chanchal Haseena,Romance,0.0,1.6683,22-08-2024,"Shiny Dixit, Jinal Joshi",,0.0,
Shabnam,Romance,0.0,0.3665,01-01-1993,"Mohnish Behl, Rakesh Bedi, Birbal, Avtar Gill, Aruna Irani",Shabnam is an ambitious girl who wants to be a dancer. Her mother was also a great dancer but her father Tony is against it. Then comes Rahul in her life like a storm with a proposition to allow Shabnam to take part in dance competitions.,0.0,
The Zoya Factor,Romance,5.5,0.3534,19-09-2019,"Dulquer Salmaan, Sonam Kapoor Ahuja, Sanjay Kapoor, Angad Bedi, Sikandar Kher",An advertising agency executive Zoya Singh Solanki meets the Indian cricket team and ends up becoming their lucky charm at the 2011 Cricket World Cup.,24.0,
Noorie,Romance,7.0,1.2589,11-05-1979,"Farooq Shaikh, Poonam Dhillon, Madan Puri, Iftekhar, Padma Khanna",,5.0,
Chhalia,Romance,5.0,0.337,01-01-1960,"Raj Kapoor, Pran Sikand, Rehman, Shobhna Samarth, Bupet Raja","The tragic-comic story of Chhalia, a naive, simple-minded young man who comes to the city and witnesses the harsh side of life; and falls in love with a young woman named Shanti, only to find out that she is married but separated from her husband, Kewal, and adopted son, Anwar. He puts all he can in an effort to locate Kewal and re-unite the family.",1.0,
Dil Maange More!!!,Romance,4.5,0.3316,31-12-2004,"Shahid Kapoor, Ayesha Takia, Tulip Joshi, Soha Ali Khan, Gulshan Grover","Nikhil is a simple young man . He loves his hometown Samarpur , football matches , and the college his grandfather passed down to him as a legacy ...",13.0,
Mohabbat,Romance,6.2,0.3296,19-09-1997,"Madhuri Dixit, Akshaye Khanna, Sanjay Kapoor, Farida Jalal, Farooq Shaikh",Rohit and Gaurav become best friends. Both unknowingly fall in love with the same woman.,5.0,
Ek Jaan Hain Hum,Romance,5.0,0.3294,16-09-1983,"Rakesh Bedi, Avtar Gill, Gulshan Grover, Rajiv Kapoor, Shammi Kapoor","Coming from a decent upper middle-class family, Vikram Saxena meets with gorgeous Seema Singh, and both fall in love. But their respective families have other plans for them. While Vikram is able to convince his advocate dad, Shyam Sunder, to change his mind, Seema is unable to do so, and her marriage is being planned with a U.S. resident. Things take a turn for the worst when the police arrest Vikram with arson, with evidence that he had burned down a property belonging to Seema's dad, Colonel Ram Mohan Singh. Due to this, Vikram's dad comes forward to defend him, and Seema will not have anything to do with him anymore. Shyam Sunder realizes that the only way he can save his son from being imprisoned is to have him certified as insane, but will have to live with the consequences for the rest of his life, as well as the the stigma this will place on his family for years to come.",3.0,
Love Love Love,Romance,6.2,0.3176,04-08-1989,"Aamir Khan, Juhi Chawla Mehta, Gulshan Grover, Dalip Tahil, Raza Murad","Amit, the son of a taxi driver, and Reema, a rich businessman's daughter, fall in love. However, Reema's father wants to marry her to Vicky, whose father is the biggest gangster in Mumbai. How will their love triumph?",4.0,
Shirin Farhad Ki Toh Nikal Padi,Romance,3.3,0.2541,24-08-2012,"Kavin Dave, Kurush Deboo, Boman Irani, Farah Khan, Daisy Irani","Shirin Farhad Ki Toh Nikal Padi is a 2012 Bollywood romantic comedy film directed by Bela Bhansali Sehgal, starring Farah Khan, Boman Irani, Kavin Dave, Shammi, Kurush Deboo and Daisy Irani.",7.0,
Laila-Majnu,Romance,3.0,0.3015,11-11-1976,"Rishi Kapoor, Ranjeeta Kaur, Danny Denzongpa, Aruna Irani, Govardhan Asrani",Kaish Amari comes from a wealthy arab family. At the tender age of six he is sent to school and gets friendly with a young girl named Laila.,3.0,
Taraana,Romance,5.0,0.2907,19-10-1979,"Mithun Chakraborty, Ranjeeta Kaur, Master Bhagwan, Jagdeep, Urmila Bhatt","Radha and Shyam are in love with each other but face opposition from Shyam's guardian, Thakur. Despite being shaken up by the relationship, Radha's father tries to convince Thakur.",1.0,
Dil Jo Bhi Kahey...,Romance,5.5,0.2888,07-12-2006,"Amitabh Bachchan, Revathi, Karan Sharma, Annabelle Wallis, Malcolm Stoddard","During the British rule in India, several Indians were lured by the British to travel to distant Mauritius where they would have a better life. Upon reaching this island, the Indians were enslaved, tortured and made to labor in what is now known as the ""Coolie Ghat"". After the British left India, the Indians in Mauritius decided to continue to live there along with other nationals from different countries.",4.0,
Mujhe Kucch Kehna Hai,Romance,4.861,0.2867,25-05-2001,"Kareena Kapoor Khan, Tusshar Kapoor, Amrish Puri, Rinke Khanna, Dalip Tahil","Karan who is weak in his studies but good at music and masti which always results in fighting with his father, but his life changes when he sees the girl of his dreams. Everywhere he sees her he follows her but one day he goes out of town to find her but couldn't. Later his father sents him to another city but his car breaks down and takes lift and finds it's the same girl whos name is Pooja.",18.0,
Shimla Mirchi,Romance,0.0,0.2848,03-01-2020,"Rajkummar Rao, Hema Malini, Shakti Kapoor, Rakul Preet Singh, Kanwaljit Singh","While on holiday, Avi meets Naina and falls in love with her. Smitten, he decides to stay and work in her cafe. He confesses his love in a letter, however it's Naina's mother who mistakenly reads it.",0.0,
Love Duo,Romance,0.0,0.284,06-03-2020,"Sharanya Jit Kaur, Glorry Mohanata, Ranjit Singh","An M-Tech final year student Janhavi is in an intimate relationship for four years along with her boyfriend Sameer, the semister is about to finish and so is the time for the couple to half methods as Janhavi has to now return to her house city and stay along with her mom whos a single mother or father and a lawyer by occupation on the Excessive Courtroom, the story takes a flip when Sameer asks Janhavi to introduce him to her mom and speak to her about their relationship, nonetheless, the twist unfolds when Janhavis mom has some crafty plans to meet her hidden fantasies after assembly Sameer. Will Janhavi and Sameer get married or will Janhavis mom achieve her evil wishes. Watch to seek out out.",0.0,
"London, Paris, New York",Romance,5.2,0.2836,02-03-2012,"Ali Zafar, Aditi Rao Hydari, Candice Pereira, Scherrikar Bell, Alina Chan","London Paris New York is a film that captures the angst of the twenties, the most dramatic period of one's life - when you have to find a career, you have your first significant relationship and most importantly form your identity in this world. This is story about Lalitha, a middle class south Indian girl from Chembur (an eastern suburb in Mumbai) who is on her way to New York to study politics with full scholarship, and Nikhil, a Punjabi, rich kid from Bandra (a posh western suburb of Mumbai) who is going to study Film Making in London on 100% dad's money. They decide to hangout together one evening in London and find that they are completely drawn to each other even as their future lies on separate continents.  The film follows their personal journey and their love story as they meet in London, Paris and New York for a night each over eight years. The film is in three chapters and each chapter is shot in a manner that mirrors the mental state of Nikhil and Lalitha.",6.0,
