Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID
Lakeview Terrace,"drama, crime, thriller",5.967,5.5754,2008-09-19,,"A young interracial couple has just moved into their California dream home when they become the target of their next-door neighbor, who disapproves of their relationship. A tightly wound LAPD officer has appointed himself the watchdog of the neighborhood. His nightly foot patrols and overly watchful eyes bring comfort to some, but he becomes increasingly aggressive to the newlyweds. These persistent intrusions into their lives cause the couple to fight back.",1181.0,
Monsters in the Woods,horror,2.1,0.8825,2012-02-11,,"A micro-budget movie crew treks into the wilderness to shoot horror scenes for their unsellable indie-drama. They soon find themselves in the midst of their own real horror movie, as they are hunted by a large group of creatures.",10.0,
Bourek,"drama, comedy",6.6,0.9012,2016-04-29,,"In this humanistic comedy, set against the backdrop of economic crises and bad news, an extravagant international cast of characters meet, fight, and fall in love, while hiding from the end of the world and other calamities on the tiny Greek island of Khronos.",14.0,
MK Ultra,thriller,5.948,3.1445,2022-10-07,,"Set during the true and unconscionable Central Intelligence Agency MK ULTRA drug experimentations in the early 1960s. The journey of Ford Strauss, a brilliant psychiatrist, whose moral and scientific boundaries are pushed to the limit as he is recruited to run a subsect of the program in a rural Mississippi Mental Hospital.",58.0,
A Little Princess,"drama, family, fantasy",7.632,5.2989,1995-05-10,,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth.",1066.0,
All Dogs Go to Heaven,"drama, animation, family, comedy, fantasy",6.822,8.2161,1989-11-17,,"When a casino-owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy, to prep his retaliation. He also stumbles onto an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares of what's waiting for him on the other side unless he can prove that he is worthy of Heaven again.",1167.0,
Apache Rifles,western,6.0,1.7217,1964-11-26,,A young cavalry officer is assigned the job of bringing in a band of Apaches who have been terrorizing the countryside.,20.0,
The Food of the Gods,"horror, science fiction",4.996,2.6828,1976-06-18,,"Morgan and his friends are on a hunting trip on a remote Canadian island when they are attacked by a swarm of giant wasps. Looking for help, Morgan stumbles across a barn inhabited by an enormous killer chicken. After doing some exploring, they discover the entire island is crawling with animals that have somehow grown to giant size. The most dangerous of all of these, however, are the rats, who are mobilizing to do battle with the human intruders.",129.0,
Star Hunter,"action, horror, science fiction",4.6,1.3542,1996-01-09,,"Star hunters are the space monsters who hunt helpless creatures for pleasure. One night couple of high school fotball players and their cheerleaders are returning home after the lost game. But, when their bus makes the wrong turn, they are going to meet those creatures, and the real game will begin.",11.0,
Mother's Boys,"drama, thriller",5.372,2.5663,1993-10-01,,"Sexy but unstable wife and mother Jude walked out on her family three years ago. Now, just as suddenly, she is back. But her husband, Robert, has fallen in love with Callie, an assistant principal at his sons' school. He asks Jude for a divorce. She responds by trying to turn her three boys against Callie, then by slashing herself and blaming her rival and finally by drawing her 12-year-old, Kes, into a murderous plot.",82.0,
Cinderella's Curse,"horror, fantasy",5.923,3.224,2024-05-31,,"Desperate Cinderella summons her fairy godmother from an ancient flesh-bound book, seeking revenge on her evil stepmother and stepsisters who abuse and torment her daily.",84.0,
But I'm a Cheerleader,"comedy, drama, romance",7.1,5.6739,2000-07-07,,"Megan is an all-American girl. A cheerleader. She has a boyfriend. But Megan doesn't like kissing her boyfriend very much. And she's pretty touchy with her cheerleader friends. Her conservative parents worry that she must be a lesbian and send her off to ""sexual redirection"" school, where she must, with other lesbians and gays learn how to be straight.",875.0,
Kept Husbands,drama,5.296,1.1118,1931-02-22,,"A former All-American football star, now working as a steel mill supervisor in New Jersey, falls in love with the mill owner's wealthy, very spoiled daughter.",27.0,
The Lizzie McGuire Movie,"family, comedy",6.33,8.5932,2003-05-02,,"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true.",1355.0,
Murder at Midnight,crime,5.5,0.7747,1994-12-12,,"Wealthy Mr. Kennedy shoots his secretary, Channing, during a parlor game, but it turns out the gun was loaded with real bullets. Luckily, criminologist Phillip Montrose is on hand to help the police. When Kennedy quickly ends up dead as well, the police think it's a tidy murder-suicide, but the family lawyer knows of a letter that voiced Kennedy's suspicions about someone who was out to get him. Soon, the cops are on the trail of a ruthless and clever killer who is one step ahead of even Montrose.",2.0,
Singularity Principle,science fiction,5.5,1.3119,2013-03-13,,"Singularity Principle is a feature length science-fiction film about the consequences of renegade experiments into Parallel Universes. Co-written and directed (with Austin Hines) by physicist Dr. David Deranian, the film pays particular attention to accurate scientific detail. The story starts off with the disappearance of noted scientist Professor Jack Brenner (John Diehl) during a fateful parallel universe experiment. Jack's protg, Dr. Peter Tanning (Michael Denis) is being interrogated by Dr. Lawrence Cason (William B. Davis) of a clandestine Black-Ops Agency to learn about the experiment and to find out what happened to Jack Brenner. Lawrence makes it clear that he wants to know everything about the experiment, including how parallel universes can be manipulated. The story unfolds with Peter describing the events of the experiment up to the fateful day where...",7.0,
The Guilty,"drama, thriller",6.424,8.7494,2021-09-24,,A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,3233.0,
Stopped Dead,horror,0.0,0.6835,2009-01-01,,"Four friends embark on a trip in an RV, but soon find themselves running for their lives.",0.0,
The Aviation Cocktail,"drama, thriller",3.3,0.6116,2012-09-21,,"For three WWII veterans, war was nothing compared to the personal battles they would face back home.",3.0,
Capturing Avatar,documentary,6.95,2.6523,2010-11-16,,"Capturing Avatar is a feature length behind-the-scenes documentary about the making of Avatar. It uses footage from the film's development, as well as stock footage from as far back as the production of Titanic in 1995. Also included are numerous interviews with cast, artists, and other crew members. The documentary was released as a bonus feature on the extended collector's edition of Avatar.",111.0,
Disney 100: A Century of Dreams  A Special Edition of 20/20,documentary,7.133,2.1672,2023-12-14,,"Commemorating the 100th anniversary of the entertainment company with interviews, rare footage and photos, and never-before-heard stories from those who built the Disney legend; a look inside Disney's newest attraction.",15.0,
Where Hands Touch,"war, drama, romance",7.876,4.1018,2018-09-14,,"Germany, 1944. Leyna, the 15-year old daughter of a white German mother and a black African father, meets Lutz, a compassionate member of the Hitler Youth whose father is a prominent Nazi soldier, and they form an unlikely connection in this quickly changing world.",543.0,
Earth Girls Are Easy,"comedy, science fiction, romance",5.591,3.6929,1988-09-08,,"In this musical comedy, Valerie is dealing with her philandering fianc, Ted, when she finds that a trio of aliens have crashed their spaceship into her swimming pool. Once the furry beings are shaved at her girlfriend's salon, the women discover three handsome men underneath. After absorbing the native culture via television, the spacemen are ready to hit the dating scene in 1980s Los Angeles.",418.0,
The Killing Grounds,"action, thriller",5.4,1.2267,1998-07-21,,"Set against the backdrop of a violent gang war, the police commissioner must find who is killing young children before the next innocent victim dies.",7.0,
Play Dirty,"crime, action, thriller",6.588,19.7938,2025-09-30,,"Based on the professional thief character Parker, created by Donald E. Westlake. Premise TBA.",697.0,
The Best of Me,"drama, romance",7.477,6.0643,2014-10-15,,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,2735.0,
Strays,"comedy, adventure",7.183,7.6421,2023-08-17,,"When Reggie is abandoned on the mean city streets by his lowlife owner, Doug, Reggie is certain that his beloved owner would never leave him on purpose. But once Reggie falls in with Bug, a fast-talking, foul-mouthed stray who loves his freedom and believes that owners are for suckers, Reggie finally realizes he was in a toxic relationship and begins to see Doug for the heartless sleazeball that he is.",1042.0,
A Shot in the Dark,"comedy, mystery, crime",7.188,4.9267,1964-06-23,,"Inspector Jacques Clouseau, smitten with the accused maid Maria Gambrelli, unwittingly turns a straightforward murder investigation into a comedic series of mishaps, testing the patience of his irritable boss Charles Dreyfus as casualties mount.",673.0,
Raiders of the Lost Shark,"horror, comedy, science fiction, adventure",3.415,1.018,2015-05-19,,"Four friends set out by boat for an idyllic vacation on a private, remote island. But unknown to them, a weaponized shark has escaped from a top secret military lab nearby, a shark that was genetically engineered with hate in its blood, and programmed to hunt any human within range. Now, these friends must band together to battle an all new brand of predator who will stop at nothing to remain at the top of the food chain.",41.0,
3:10 to Yuma,western,7.232,9.1794,2007-09-06,,"In Arizona in the late 1800s, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",4147.0,
Looney Tunes: Back in Action,"animation, comedy, family",6.37,7.9527,2003-11-14,,"Fed up with all the attention going to Bugs Bunny, Daffy Duck quits Hollywood, teams up with recently-fired stuntman Damien Drake Jr. and embarks on a round-the-world adventure, along with Bugs and The VP of Warner Bros. Their mission? Find Damien's father, and the missing blue diamond... and stay one step ahead of The Acme Corp., who wants the diamond for their own purposes.",1640.0,
Barbie and the Magic of Pegasus,"animation, family, romance",7.2,5.919,2005-10-04,,"Princess Annika escapes the clutches of the evil wizard, explores the wonders of Cloud Kingdom, and teams up with a magnificent winged horse - who turns out to be her sister, Princess Brietta - to defeat the wizard and break the spells that imprisoned her family.",782.0,
Get Hard,"comedy, crime",6.014,7.2197,2015-03-26,,"When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",2962.0,
Takedown,thriller,6.101,3.5151,2000-03-15,,"Five years ago David's life came undone when his young daughter fell victim to a brutal attack. The subsequent emotional fallout cost him his marriage and his job. Handicapped by guilt and anguish David abandoned his past and alienated himself. He took a second rate job as a security guard and plodded on - his wounds concealed but unhealed. All it would take is a scratch for them to open wide and consume him.... During a routine security inspection, David discovers a young Serbian girl stowed in the cab of a truck. Her sister and other girls have been murdered - all victims of a perfidious human trafficking racket. She pleads for his help. This is his chance at retribution. This time he will champion the young girl that places her trust in him. But David is taking on Goliath and he has his back against the wall and a gun at his head. Enlisting the help of a woman's refuge counselor, David embarks on a do or die mission to save the girl.",184.0,
Lady Psycho Killer,"horror, drama, comedy",4.077,1.5936,2015-08-02,,"A doe-eyed knife-wielding killer is on the loose in a small town slicing and dicing men of questionable intent left and right. As her brutality leaves a town littered with corpses, her unquenchable blood-lust is lost on her young lover who is willing to pursue her regardless of the obvious warning signs of psychosis. Will he meet his end at the end of her blade? She decides who lives or dies!",26.0,
Spine Tingler! The William Castle Story,documentary,7.794,1.2355,2007-11-08,,"Chronicles the last great American showman, filmmaker William Castle, a master of ballyhoo who became a brand name in movie horror with his outrageous audience participation gimmicks.",17.0,
The Taqwacores,"action, comedy, drama, music",5.3,1.3954,2010-01-24,,"Yusef, a first-generation Pakistani engineering student, moves off-campus with a group of Muslim punks in Buffalo, New York. His new ""un-orthodox"" housemates soon introduce him to Taqwacore: a hardcore, Muslim punk-rock scene that only exists out west. As the seasons change, Taqwacore influences the house more and more. The living room becomes a mosque during the day, while it continues to host punk parties at night. Ultimately, Yusef is influenced by Taqwacore too, as he begins to challenge his own faith and ideologies. 'The Taqwacores' deals with the complexities of being young and Muslim in modern-day America.",9.0,
"Loves Music, Loves To Dance","thriller, mystery, tv movie",4.667,1.2274,2001-11-25,,"In order to solve the mystery of her best friend's murder, Darcy decides to date each one of her friend's on-line pals to see which one of them might have something to do with it.",9.0,
The Mystery of Mr. Wong,"mystery, thriller, crime",5.875,1.1157,1939-03-08,,"Detective James Lee Wong must find the ""Eye of the Daughter of the Moon,"" a priceless but cursed sapphire stolen in China and smuggled to America. His search takes him into the heart of Chinatown and to the dreaded ""House of Hate"" to find the deadly gem before it can kill again.",24.0,
Jingle All the Way,"family, adventure, comedy",6.1,7.8427,1996-11-21,,"Howard Langston, a salesman for a mattress company, is constantly kept busy at his job, disappointing his son. After he misses his son's karate exposition, Howard vows to make it up to him by buying an action figure of his son's favorite television hero for Christmas. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man. Now, Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",3020.0,
The Identical,"music, drama",5.132,2.4219,2014-09-05,,"During the Great Depression, identical twins are separated at birth. One, Drexel Hemsley becomes a wildly successful '50s rock star, while the other, Ryan Wade, struggles to balance his passion for music and pleasing his parents, who want him to become a preacher. Finally, Ryan rebels against his parents' wishes and launches his own music career -- performing the hits of Drexel Hemsley. Ryan later learns the truth about Drexel when their fates tragically collide.",53.0,
Dragons: Dawn of the Dragon Racers,"animation, family, adventure, comedy, fantasy",7.223,3.7435,2014-11-01,,A hunt for a lost sheep turns into a competition between Hiccup and friends as they compete to become the first Dragon Racing champion of Berk.,386.0,
Ape vs Mecha Ape,"action, science fiction, tv movie",5.8,2.1377,2023-03-24,,"Recognizing the destructive power of its captive giant Ape, the military makes its own battle-ready A.I., Mecha Ape. But its first practical test goes horribly wrong, leaving the military no choice but to release the imprisoned giant ape to stop the colossal robot before it destroys downtown Chicago.",290.0,
Not Since You,"drama, romance",5.105,1.6916,2009-10-25,,A romantic drama about a tight-knit group of college friends who graduated from NYU the year of 9/11 and reunite years later for a weekend wedding in Georgia. Unresolved conflicts and love affairs spark again.,38.0,
Road to Bali,"comedy, adventure, music, romance",6.177,2.3864,1952-12-05,,"Having to leave Melbourne in a hurry to avoid various marriage proposals, two song-and-dance men sign on for work as divers. This takes them to an idyllic island on the way to Bali where they vie with each other for the favours of Princess Lala. The hazardous dive produces a chest of priceless jewels which arouses the less romantic interest of some shady locals.",82.0,
Russell Madness,comedy,5.179,1.9133,2015-02-21,,"Russell, an undersized but big-hearted terrier, dreams of having a family of his own. After running away from his pet store, Russell gets taken in by The Ferraros, who discover their new pet pooch has incredible wrestling skills.",28.0,
Jason X,"horror, science fiction",4.86,6.1549,2001-11-09,,"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",1553.0,
Howling VI: The Freaks,horror,4.4,2.265,1991-04-18,,A villainous carnival owner traps a young werewolf to include in his growing menagerie of inhuman exhibits.,94.0,
Secret Agent,"thriller, mystery, romance",6.088,2.2899,1936-05-11,,"After three British agents are assigned to assassinate a mysterious German spy during World War I, two of them become ambivalent when their duty to the mission conflicts with their consciences.",176.0,
High: The True Tale of American Marijuana,documentary,6.0,0.5323,2008-01-01,,"Beyond the hysteria of Reefer Madness and past the deceptive lessons of ""Just Say No"", HIGH exposes the true story of America's war on drugs. Using government statistics, expert interviews and a large dose of humor, HIGH takes a fresh look at this hot but relevant topic.",1.0,
The Wandering Jew,"drama, fantasy",7.429,0.8826,1933-11-15,,"Old Jerusalem: Matathias, spiteful over his lover's illness, spits on Jesus along the road to Calvary, and is cursed to live endlessly until His return.  The Crusades, 1150: Matathias, now an anonymous knight, competes for glory in combat and for the wife of a soldier.  Palermo, 1290: Matteos Battadios witnesses the death of his young son, leading to conflict with his wife over whether to take comfort in Christianity.  Seville, 1560: Dr Matteos Battadios dedicates himself to the treatment and comfort of the poor, but his life and work are endangered by the arrival of the Spanish Inquisition.",7.0,
The Mind Snatchers,"science fiction, drama, thriller",5.9,1.2754,1972-06-28,,A German scientist works on a way of quelling overly aggressive soldiers by developing implants that directly stimulate the pleasure centers of the brain.,16.0,
Lady Gaga's Secret World,"documentary, music",3.5,0.6987,2012-12-03,,"Now as an international sensation, Lady Gagas music reflects what shes been through. She wants everyone to embrace their inner freak, and she lovingly calls her fans her little monsters. Lady Gaga is the hardest working pop star out there, and it shows. Other pop stars are taking note and stepping up their own game, but Lady Gaga has set a high standard and she has no plans to slow down.",2.0,
Mariah Carey's All I Want for Christmas Is You,"animation, family",5.636,2.8636,2017-09-11,,"When young Mariah sees a darling little puppy named ""Princess"" at the pet store, she suddenly knows exactly what she wants for Christmas. But before her Christmas wish can come true, she must prove that she can dog-sit her uncle's dog, Jack, a scraggly rascal; in fact, the worst dog in the county!",77.0,
The Devil's Hand,"horror, mystery",4.547,1.045,1961-09-13,,"A man is haunted by visions of a beautiful woman. When he finally meets her, he winds up involved in a satanic cult.",43.0,
Invisible Sister,"fantasy, adventure, comedy, tv movie",6.677,5.8092,2015-12-10,,"Teenager Cleo's school science project goes quite awry, causing her popular older sister Molly to go invisible.",316.0,
The Last Breath,"horror, thriller",6.0,3.8695,2024-06-28,,A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.,182.0,
Someone Is Watching,"drama, thriller, tv movie",4.375,1.2351,2000-02-20,,Cory is a young boy who has just moved into a new house with his mom. He develops a relationship with an imaginary friend who lives in his closet. No one believes him until people start dying violently and the imaginary friend becomes all too real.,8.0,
The Hit,"drama, thriller, crime",6.456,3.5515,1984-09-07,,"Ten years after ratting on his old mobster friends in exchange for personal immunity, two hit men drive a hardened criminal to Paris for his execution. However, while on the way, whatever can go wrong, does go wrong.",241.0,
Cottage to Let,"thriller, mystery, comedy",6.7,1.2516,1941-09-06,,Allied spies and Nazi Agents insinuate themselves at a Scottish cottage (converted to a wartime hospital) with interests on an inventor's nearly perfected bomb sight.,23.0,
Ms .45,"crime, thriller, action",6.714,4.1351,1981-04-24,,"A shy and mute seamstress goes insane after being attacked and raped twice in one day. She wanders the New York streets at night in a sexy black dress with her attacker's gun strapped to her garter belt, blowing away any man who tries to pick her up.",416.0,
Mob Queen,"comedy, crime, romance",3.2,1.443,1998-01-27,,"In Brooklyn of the '50s, small-time mobster George and his sidekick Dip realize they've forgotten the birthday of mob boss Joey, so they engage the services of prostitute Glorice. Joey's reaction to Glorice gives George a promotion, and he's installed as Joey's assistant. George makes the discovery that gender-bent Glorice is not exactly a woman after all. The problem gets worse: Joey intends to marry Glorice, who plans to blackmail Joey after the wedding.",5.0,
Good Bad & Undead,,,,,,"Van Helsing, last in a long line of vampire hunters. He develops an uneasy partnership with a Vampire who has taken a vow never to kill again. Together they run a scam from town to town, where Van Helsing pretends to vanquish the Vampire for money. But when a massive bounty is put on the Vampires head, everything in this dangerous world full of monsters and magic is now after them.",0.0,
Rope,"thriller, crime, drama",7.931,6.1345,1948-02-01,,Two young men attempt to prove they committed the perfect murder by hosting a dinner party for the family of a classmate they just strangled to death.,3072.0,
Umma,"horror, mystery",5.297,3.3761,2022-03-18,,"Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.",333.0,
Last Woman on Earth,"science fiction, drama, mystery",4.444,1.1936,1960-08-05,,"Harold Gern, a shady businessman from New York, is spending a holiday in Puerto Rico with his attractive wife Evelyn. They are joined by Martin Joyce, Harold's lawyer, who has come to discuss the latest indictment. Harold invites him along on a boat trip during which all three try out some newly bought scuba diving equipment. When they resurface, they find out that the world has changed forever.",62.0,
Booksmart,comedy,6.998,7.7862,2019-05-24,,"Two academic teenage superstars realize, on the eve of their high school graduation, that they should have worked less and played more. Determined to never fall short of their peers, the girls set out on a mission to cram four years of fun into one night.",2902.0,
Morgan,"horror, science fiction, thriller",5.825,5.2115,2016-09-01,,A corporate risk-management consultant must determine whether or not to terminate an artificial being's life that was made in a laboratory environment.,1640.0,
"Parlor, Bedroom and Bath",comedy,5.364,1.2846,1931-02-28,,"Jeffrey Haywood wants to marry to Virginia Embrey. However, Virginia refused to marry unless her older sister, the hard-to-please Angelica gets married first. Angelica, in turn, finds every man she knows too dull and predictable, and for this reason prefers to stay single. Jeff then tries to make Angelica interested in the mild-mannered and timid Reggie Irving passing him off as a notorious playboy to intrigue her. He asks his friend Polly to teach Reggie ""how to treat a woman right"", but he turns to be a disastrous learner.",33.0,
"Abraxas, Guardian of the Universe","science fiction, action, drama",3.518,1.2443,1990-12-18,,An alien policeman comes to Earth to hunt down a renegade of his own race.,56.0,
Mabo,"drama, tv movie, history",7.1,1.16,2012-06-10,,"The remarkable life story of Eddie 'Koiki' Mabo; a Torres Strait Islander who left school at the age of 15, yet spearheaded the High Court challenge that overthrew the fiction of terra nullius.",5.0,
Santa's Summer House,"family, fantasy",3.9,1.0852,2012-12-11,,"A dense fog falls over Southern California, sending a group of discontent vacationers to a mysterious island occupied by a jolly old soul whose Christmas magic works all year round. Before this trip is over, each of the weary travelers learn to see their lives through a more optimistic lens. ~ Jason Buchanan, Rovi",16.0,
Notorious B.I.G.: Bigger Than Life,"documentary, music",6.2,1.3549,2007-05-16,,The greatest rapper to ever pick up a mic - with his velvety flow and unparalleled rhyme style he captivated everyone from Jay Z to Tupac. Now Notorious B.I.G. is revealed.,16.0,
Disfigured,drama,4.778,0.9932,2008-07-29,,"Lydia is an overweight sales clerk in a trendy home furnishings store, nearing 30. Though she is a member of a Fat Acceptance Group (a movement dedicated to fighting prejudice against overweight people), she is still struggling with complex feelings about her body and its place in the world. Darcy, a recovering-anorexic real estate agent in her mid-20s, is struggling with the same issues from a very different perspective.",9.0,
The Prince and the Pauper,"adventure, tv movie",7.2,2.4699,1962-03-11,,"Tom Canty, a poor beggar boy who lives with his abusive father, trades places with Prince Edward, the son of King Henry VIII and the royal heir to the throne.",37.0,
A Hitman in London,"action, crime",4.24,2.0259,2015-03-12,,"After his last assignment ended with the death of an innocent woman, a hitman's new job in London is compromised when he is overcome with guilt, and ends up helping a desperate woman who is caught up in a human trafficking operation.",48.0,
Supercroc,"horror, action, adventure, science fiction",3.2,1.2457,2007-04-03,,"A team of soldiers must stop a giant, bloodthirsty crocodile from reaching a nearby city, while trying to avoid being a meal for the beast themselves.",28.0,
Incident on a Dark Street,"crime, drama, tv movie",5.333,1.1274,1973-01-12,,A small-time hood is murdered just as he is about to blow the whistle on an organized crime ring.,6.0,
Tom and Jerry: The Fast and the Furry,"animation, comedy, family, action",7.1,5.2157,2005-09-03,,"After being evicted from their old house by Tom's owner for causing major damage, cat and mouse Tom and Jerry enter a race entitled the ""Fabulous Super Race"" to win a mansion.",312.0,
Four Sons,"war, drama",7.259,1.5661,1928-02-13,,"A family saga in which three of a Bavarian widow's sons go to war for Germany and the fourth goes to America, Germany's eventual opponent.  Preserved by the Academy Film Archive in partnership with L'Imaginne Ritrovato and Twentieth Century Fox Film Corporation in 1999.",27.0,
Rideshare,thriller,5.1,1.5213,2018-04-13,,"Hitch, the most popular Rideshare app, has created safe rides for millions. At least, that's what they want you to think. It was only a matter of time before the story went public. The story of that one night. That one, horrific night.",14.0,
Donovan Reid,"thriller, drama, mystery",5.0,1.6221,2019-02-02,,"A young man poses as a long-missing child, but as doubts arise about his identity he must discover his new family's darkest secret before his own is revealed first.",6.0,
The Girl Can't Help It,"comedy, music",6.3,2.5036,1956-12-22,,A down-and-out gangster hires a down-on-his-luck agent to make his girlfriend a recording star within six weeks.,82.0,
Home Shopper,"drama, comedy",8.3,1.1439,2018-01-19,,"In a loveless marriage, Penny finds solace in the hypnotic escape of the home shopping channel. When things take an unexpected turn with her husband, the channel proves to be her saving grace... or was it the problem all along?",6.0,
Sunrise: A Song of Two Humans,"drama, romance",7.809,4.007,1927-11-04,,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.",926.0,
The Beekeeper 2,"action, crime, thriller",0.0,5.9689,2027-01-13,,"Now a wanted man, former government assassin Adam Clay continues his vendetta against those who wronged him.",0.0,
Trenchcoat,"comedy, mystery, crime",5.818,1.7372,1983-03-11,,An aspiring mystery writer becomes accidently embroiled in an international plot during a two-week stay in Malta.,22.0,
The Man from Utah,"action, adventure, western",4.75,1.5988,1934-05-15,,"The Marshal sends John Weston to a rodeo to see if he can find out who is killing the rodeo riders who are about to win the prize money. Barton has organized the rodeo and plans to leave with all the prize money put up by the townspeople. When it appears that Weston will beat Barton's rider, he has his men prepare the same fate for him that befell the other riders.",30.0,
Josephine Doe,drama,5.8,1.4742,2018-03-06,,"Claire tells the police officer, ""It was all Jo's idea."" But who's Jo? Jo is the bright spark in Claires recently darkened reality; a new friend in an otherwise isolated world. The two young women hit the town to let off some steam-and find themselves in trouble with local law enforcement. In the blink of an eye, Claire discovers that Jo is not what she seems-not at all-and her easy friendship with the lighthearted, young woman splits open to reveal the truth. Luminously shot in black and white, Josephine Doe is a raw exploration of family trauma and mental health that shows the thin line between our realities.",5.0,
Jake,"comedy, drama",7.5,1.4897,2013-06-28,,"Jonathan Hock rediscovers a lost, groundbreaking children's novel",1.0,
The Wrecking Crew,"action, comedy, crime, mystery",7.073,43.0753,2026-01-28,,Two half-brothersone a loose cannon cop and the other a disciplined Navy SEALmust work together after 20 odd years of bad blood to unravel a conspiracy behind their father's murder in Hawaii.,1229.0,
Bitter/Sweet,"comedy, drama, romance",4.85,1.7019,2009-06-03,,"American businessman Brian Chandler has a perfect life with a great job and beautiful fiance. When his boss, renegade coffee mogul Calvert Jenkins sends him to Thailand to inspect a crop for purchase, Brian meets Ticha, a beautiful Bangkok executive who has long-since given up on the prospects of finding love.",10.0,
Black Sun,drama,6.417,1.1399,1964-04-24,,"Blurred images illustrate the narration of New York City-based artist Hugues de Montalembert, who was blinded in a vicious mugging some thirty years ago.",12.0,
The Doorman,"action, thriller",5.78,5.3207,2020-10-01,,"A former Marine turned doorman at a luxury New York City high-rise must outsmart and battle a group of art thieves and their ruthless leader  while struggling to protect her sister's family. As the thieves become increasingly desperate and violent, the doorman calls upon her deadly fighting skills to end the showdown.",476.0,
Doctor Dolittle,"comedy, family, fantasy",5.723,8.4171,1998-06-26,,"A successful physician and devoted family man, John Dolittle seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",3353.0,
Bo Burnham: Inside,comedy,7.97,3.2417,2021-07-22,,"Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",632.0,
The Lion of Judah,"adventure, animation, comedy, family",5.4,2.2713,2011-06-03,,"Upon learning that Judah has been trapped in the clutches of the townspeople and faces the possibility of being the sacrifice at the annual Festival, the stable mates leave their cozy barn and embark on an adventure to find and free their friend.",14.0,
Where the Wild Things Are,"adventure, drama, family, fantasy",6.5,7.0535,2009-10-16,,"Max imagines running away from his mom and sailing to a far-off land where large talking beastsIra, Carol, Douglas, the Bull, Judith and Alexandercrown him as their king, play rumpus, build forts and discover secret hideaways.",2059.0,
See You on Venus,"romance, drama",7.024,3.5581,2023-07-20,,"Mia and Kyle, two misfit American teens, travel to Spain in search of Mia's birth mother. As the pair road trip through the picturesque cities of Andalusia and fall in love, they discover that the most important question isn't who gave you life, but what you decide to do with it.",231.0,
Avenger Dogs,"animation, science fiction, comedy",4.0,1.779,2019-01-10,,"When the universe's highest-flying dogs warp into outer space, Skyfetcher and Spaceslobber get a call from canine headquarters! It seems an unknown force is attacking unsuspecting planets, and it's up to them to root out the source of the trouble!",9.0,
I Care a Lot,"crime, thriller, drama, comedy",6.57,7.1975,2021-02-19,,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,3054.0,
His House,"horror, drama",6.403,3.8935,2020-01-27,,"After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",1264.0,
