Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID,Language,release_year,Genres_Source,Moods,Primary_Mood
robot overlords,"science fiction, adventure, action",4.82,4.7737,2015-01-29,,"earth has been conquered by robots from another galaxy and the human survivors must stay in their homes, or risk incineration.",281.0,,english,2015.0,original,"excitement, curiosity",excitement
the rack pack,"comedy, drama",6.879,1.3331,2016-01-17,,"the 1980s snooker rivalry between alex hurricane higgins and steve the nugget davis, two very different personalities who helped popularise the sport on tv.",33.0,,english,2016.0,original,approval,approval
90 feet from home,"crime, thriller, drama",4.7,1.8468,2019-06-20,,"a former, troubled major league baseball player returns home to confront his abusive step-father.",10.0,,english,2019.0,original,"anger, excitement",anger
dead before dawn,"adventure, comedy, horror",5.206,1.5916,2012-10-10,,"a bunch of college kids accidentally unleash an evil curse that causes people to kill themselves and turn into zombie demons, aka zemons!",119.0,,english,2012.0,original,"excitement, curiosity",excitement
dumbbells,comedy,4.242,1.4113,2014-01-10,,dumbbells is a light-hearted buddy comedy set amongst a group of misfit employees that work in a struggling fitness center in los angeles.,31.0,,english,2014.0,original,"amusement, love",amusement
rage at dawn,"action, western",6.2,1.7526,1955-03-26,,"in this film's version of the story, four of the reno brothers are corrupt robbers and killers while a fifth, clint is a respected indiana farmer. a sister, laura, who has inherited the family home, serves the outlaw brothers as a housekeeper and cook. one brother is killed when they go after a bank, the men of the town appear to have been waiting for them ",30.0,,english,1955.0,original,caring,caring
murder once removed,"drama, tv movie, crime",4.929,1.1229,1971-10-29,,television thriller in which a scheming doctor murders once for love and then has to kill again to cover it up.,14.0,,english,1971.0,original,love,love
hail satan?,documentary,7.02,1.9186,2019-04-17,,"the story of the satanic temple, a controversial movement that combines religion and activism with the apparent purpose of questioning the basic foundations of us society.",196.0,,english,2019.0,original,neutral,neutral
crocodylus,horror,6.339,2.0198,2017-12-03,,a dark secret is unearthed by a local farmer. local paleontologists reveal its the remains of a prehistoric monster crocodylus. it's trible seal has been broken unleashing terror upon the local towns people.,0.0,,english,2017.0,original,"curiosity, fear",curiosity
girls come too!,drama,4.333,1.012,1968-11-12,,a young model and her friends vacation at a horse ranch. the owner of the ranch is a nudist and takes the girls to a nudist camp to show them the wonders of nudism.,6.0,,english,1968.0,original,"sadness, neutral",sadness
spanglish girls,drama,4.0,0.4901,2012-01-01,,"she threw out her husband for cheating, then later discovered she's pregnant with his child. but instead of telling him, she permits her old girlfriend, a closet lesbian, to move in with her. it's when he finds out that the trouble begins.",1.0,,english,2012.0,original,curiosity,curiosity
the last leprechaun,"fantasy, family",5.2,1.7078,1998-10-27,,"ethel and tommy barrick are sent to ireland to spend the summer with their new stepmother. once there, they discover her to be an evil, power-seeking witch, with real magical powers and a hatred for all things green.",13.0,,english,1998.0,original,"curiosity, excitement",curiosity
vampires vs. the bronx,"comedy, horror",5.729,3.7447,2020-10-02,,three gutsy kids from a rapidly gentrifying bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.,323.0,,english,2020.0,original,love,love
the secret rivals 3,action,6.0,0.8945,1981-06-18,,"john liu stars as shao yu pai, master of the ""northern kick"" kung-fu, still seeking revenge for the death of his brother. evidence mounts that lu tung chung (alexander lo), master of the ""southern fist"" kung-fu, is the culprit. what shao doesn't realize, however, is that the true villain is subtly manipulating both the martial artists behind the scenes, hoping to force them into a confrontation and have the dirty work done for him.",5.0,,english,1981.0,original,"anger, sadness",anger
hakkunde,"comedy, drama",2.0,2.2912,2017-08-04,,"a long-time unemployed graduate, faced with life's pressures decides to relocate to kaduna from lagos when an opportunity presents itself against his sister's wishes. his expectations is however cut short and akande must make a decision to either learn to survive or return back to failure.",1.0,,english,2017.0,original,"joy, amusement",joy
murmuring debris and leaves silently fall,"horror, music",2.0,0.5514,2018-01-01,,"a visual exploration of the abandoned site of the former armed forces hospital in gwangju, south korea, through rubbles, dusts, wild grasses, debris, ruins and human bodies. haunted by memories of the failed democratic uprising in may 1980, the hospital opened in 2018 as a special site for the 12th gwangju biennale.",1.0,,english,2018.0,inferred_text,"fear, surprise",fear
diamondz n da ruff,drama,1.0,0.9715,2006-01-01,,"young naive bianca leaves florida for new york to pursue her dreams of becoming an actress, only to learn the harsh lessons of life as a street hustler",2.0,,english,2006.0,original,optimism,optimism
prime,"comedy, drama, romance",6.0,5.5314,2005-09-21,,"a career driven professional from manhattan is wooed by a young painter, who also happens to be the son of her psychoanalyst.",857.0,,english,2005.0,original,caring,caring
firehouse,comedy,3.9,12.0554,1987-08-01,,"some sexy women get out of fire fighter school and go for the jobs they trained for, but first they must survive their male counterparts teasing them.",19.0,,english,1987.0,original,"joy, amusement",joy
living among us,"thriller, horror, science fiction, fantasy, comedy",6.14,1.7999,2018-05-08,,"vampires have just made themselves public! now a group of documentarians have been granted access to spend some time with them and learn how they live and coexist with humans. but as reality sets in, the crew realize they are in for far more than they bargained for.",43.0,,english,2018.0,original,"fear, excitement",fear
born to race,action,6.948,2.5117,2011-03-19,,"danny krueger is a rebellious young street racer on a collision course with trouble. after an accident at an illegal race, he's sent to a small town to live with his estranged father, a washed up nascar racer. when danny decides to enter the nhra high school drags, he's forced to seek his father's help in taking down the local hotshot.",232.0,,english,2011.0,original,"excitement, anger",excitement
#21xoxo,animation,5.85,0.5696,2019-09-27,,"a girl s online search for love in times of social media, speed dating, cyberlove, hipster culture and post-net attitudes.",10.0,,english,2019.0,original,love,love
a tale of five cities,"drama, mystery",5.0,0.9407,1951-03-01,,"an englishman has been working in the us so long he now speaks with an american accent. he is drafted into the british army during wwii but is injured and loses his memory. because he talks like an american, the doctors repatriate him to the states where he is housed with a new york family. after the war they all travel throughout europe, searching for the women he still remembers in the hope of restoring his lost memory",9.0,,english,1951.0,original,"caring, optimism",caring
exit,"action, comedy",7.621,3.9648,2019-07-31,,"at his mother's 70th birthday party, yong-nam runs into eui-joo, who rejected him in college. when the city is engulfed in toxic gas from a terrorist attack, the two must find a way to escape using all the techniques they learned in their college rock climbing club.",311.0,,english,2019.0,original,fear,fear
isis rising: curse of the lady mummy,horror,2.55,1.1288,2013-01-17,,"in ancient egypt, isis and osiris ruled the land. all were happy for the couple except one, set, a jealous man who killed osiris in order to take over his kingdom. isis snuck into osiris' tomb and tried to raise him from the dead using her black magic. set caught isis in the act and had osiris cut to pieces, with each piece buried in a different part of the land, so isis could never again raise her husband. isis vowed to avenge osiris' death and return with him to rule over all the worlds. now, six college students take their last course in archeology in anticipation for graduation. their last assignment is to uncover and document the museum's new acquisitions with their teacher, prof. shields and world-renowned egyptologist dr. nasir. during the night they haphazardly awaken the ancient spirit of isis' lost soul and her wrath is unleashed on the group.",20.0,,english,2013.0,original,"anger, curiosity",anger
a karate christmas miracle,"action, family, drama",3.3,1.0637,2019-05-17,,"after his father disappeared during a mass shooting on christmas day one year earlier, 10-year-old, precocious jesse genesis creates a ""12 days of christmas list"" of tasks. if he completes them all, including teaching himself to become a karate black belt, he believes his father will return on christmas. jesse's sophisticated, workaholic mother, abby, believes her husband was lost in the shooting, but has a glimmer of hope through visions that jesse reports to her. after abby enlists the aid of an eccentric psychic-turned-law professor, a roller coaster thriller ensues, where the trio unravel a mystery that no one expected - and maybe, just maybe witness the delivery of a miracle that can only happen on christmas.",11.0,,english,2019.0,original,"confusion, optimism",confusion
sos: the salton sea walk,documentary,7.0,0.4967,2017-11-09,,"as california's largest lake approaches a point of no return, one man will attempt to become the first person to walk around its hazardous shoreline in order to prevent an ecologic disaster that could impact the entire western hemisphere.",1.0,,english,2017.0,original,neutral,neutral
santiago files,documentary,6.0,1.0714,2011-09-23,,president salvador allende's topple from chile's unstable government and the cia's involvement in the september coup that would turn the south american socialist country into a dictatorship.,2.0,,english,2011.0,original,neutral,neutral
the bellman equation,documentary,7.0,0.5992,2013-12-17,,"the bellman equation follows director gabriel lee bellman's 13 years of research on his grandfather. as he beings to uncover his grandfather's storied history, gabriel's relationship with his own father takes an unexpected turn.",1.0,,english,2013.0,original,"curiosity, surprise",curiosity
home is where the heart is,drama,6.339,0.9396,2019-07-04,,"a young lawyer, jane liu, is assigned by her mentor to help madam wong, a 75 years old repeated shoplifter, as a pro bono defense counsel. what seems to be an easy open and shut case suddenly takes a weird turn when jane discovers that madam wong's repeated petty crimes are intentional and deliberate.",0.0,,english,2019.0,original,"curiosity, realization",curiosity
michael mcintyre's big christmas show,comedy,8.0,0.8147,2015-12-25,,"in this christmas day special, michael presents leading comedians including dara o briain, the fabulous dame edna everage, and ventriloquist and winner of america's got talent paul zerdin. featuring music superstars ellie goulding and tom jones plus michael's own inimitable style of comedy, the show promises a night packed with festive treats and surprises.",1.0,,english,2015.0,original,"amusement, anger",amusement
the wrong rock,"animation, drama",6.8,0.684,2018-08-16,,a mushroom embarks on an epic adventure to find its purpose in life.,10.0,,english,2018.0,original,excitement,excitement
remembrance of love,"tv movie, drama",8.0,1.1849,1982-12-06,,"joe rabin is a holocaust survivor. after the war he went to america, married someone and had a family. today, he is on his way to israel for a reunion of holocaust survivors. it seems that he has another reason for going. it seems like during the war, he had a girlfriend and they were separated and she was pregnant. he has never found out what happened to her, or their baby, he hopes to find out now.",2.0,,english,1982.0,original,"caring, optimism",caring
the jungle book: return 2 the jungle,"animation, family",7.5,0.8437,2013-05-21,,"this cg follow up to the jungle book follows mowgli the jungle boy as he sets out to visit his family, but loses track of baloo when the bear gets distracted by a beehive, and shere khan sets his sights on trapping two wolf cubs in his lair. ~ cammila collar, rovi",2.0,,english,2013.0,original,caring,caring
the lost footage of leah sullivan,"horror, mystery, crime, thriller",5.469,0.8577,2018-10-20,,an unedited memory card from a camera shows leah sullivan's school project about a cold case murder that doesn't seem to be so cold after all.,32.0,,english,2018.0,original,"fear, surprise",fear
afghan hound,"action, family, war",6.339,0.4648,2010-01-01,,"a soldier, paralyzed with ptsd, encounters the now-grown child of parents he killed. (or perhaps not.) what follows? martyrdom. torture. torment. revenge. castigation. catharsis. guilt. atonement. and maybe, ultimately, redemption.",0.0,,english,2010.0,inferred_text,anger,anger
buried above ground,documentary,10.0,0.9376,2015-10-02,,"over six years, buried above ground tells the stories of three americans battling the symptoms of post-traumatic stress disorder (ptsd) - an iraq war veteran; a hurricane katrina evacuee; and a child abuse and domestic violence survivor.",1.0,,english,2015.0,original,neutral,neutral
winds of the wasteland,western,5.226,1.5869,1936-07-06,,the arrival of the telegraph put pony express riders like john blair and his pal smoky out of work. a race will decide whether they or stageline owner drake get the government mail contract.,31.0,,english,1936.0,original,neutral,neutral
swamp ape,"comedy, horror, thriller",3.5,1.0454,2017-01-01,,"a group of student researchers go camping deep in the florida everglades. while entering forbidden native american territory after being advised not to, the group encounters the infamous swamp ape.",11.0,,english,2017.0,original,"joy, amusement",joy
sour grapes,documentary,7.332,2.1737,2016-05-27,,"controversy erupts when an unassuming young man floods the american wine market with fake vintages valued in the millions, bamboozling the wine world elite, in this humorous and suspenseful tale of an ingenious con on the eve of the 2008 stock market crash.",98.0,,english,2016.0,original,amusement,amusement
book of songs,music,2.0,0.4582,2010-01-11,,"high school dropout and aspiring musician, mike, spends his days hanging out with his friends and confronting the members of the church next door. most members have learned to keep their distance, but sister thomas is determined to open mike's mind to god and religion. connecting through a love for music she convinces mike to pick up the bible and start reading. he quickly learns that the bible truly is a book of songs and slowly starts to believe in himself again. with the help of sister thomas, mike stands up to his friends and begins to choose a more righteous path.",1.0,,english,2010.0,inferred_text,"approval, love",approval
death in hollywood,documentary,6.8,1.2968,1990-10-01,,"hollywood. tinseltown. land of the stars. a city where an actor can reach the greatest heights overnight - and descend just as rapidly. what goes up must come down, and hollywood's failing stars leave a legacy of sadness, pain and disappointment in their wake. here, in graphic detail, are the shocking stories behind the deaths of the silver screen's most beloved celebrities, as well as it's lesser known players. packed with stunning newsreel footage, and previously unrevealed facts, death in hollywood documents many a celebrity's morbid demise due to suicide, drug and alcohol abuse, disease, and even murder. from the outrageous to the tragic, death in hollywood leaves no tombstone unturned in it's quest to dig up the truth about hollywood's dearly departed.",5.0,,english,1990.0,original,"sadness, anger",sadness
secret of the incas,"action, adventure",5.9,2.1737,1954-06-06,,"harry steele (charlton heston) is a tourist guide determined to make his fortune by finding the sunburst, an inca treasure.",60.0,,english,1954.0,original,approval,approval
chainsaw maidens from hell,"comedy, horror",1.0,0.8244,2016-01-01,,"blake is captain of the football team and destined for a career in the pro leagues - that is if he passes his chemistry class. but destiny has a way of tackling the toughest of players when demons invade his college and begin to enslave the student body. a divine angel descends to give blake an invincible suit of super football pads and send him out to battle the forces of evil. unfortunately, the suit is missing one vital piece - the jock strap. in order to get it back, blake must descend into the underworld and face the guardians of doom known as the chainsaw maidens from hell. and he's got to do all this while studying for a chemistry quiz.",1.0,,english,2016.0,original,caring,caring
the cheap detective,"comedy, crime, mystery",6.336,4.0032,1978-06-23,,"a spoof of the entire 1940s detective genre. san francisco private detective, lou pekinpaugh is accused of murdering his partner at the instigation of his mistress his partner's wife.",107.0,,english,1978.0,original,"joy, amusement",joy
i'll be homeless for christmas,family,4.0,1.0319,2012-12-07,,"when a petty thief learns that his latest mark is a struggling single mother who works at a homeless shelter, he decides to use his savvy street smarts to make this christmas one to remember for her and her young son.",2.0,,english,2012.0,original,realization,realization
deceptions of love,drama,6.339,1.035,2013-01-01,,"newlyweds morris and venice start out with the best intentions of a marriage made in heaven. but the trials of matrimony can lead anyone astray. shanna, morris' ex, returns with a vowed vengeance to get her man. she has taken residence; body and spirit, and it proves to be too much for the happy couple.",0.0,,english,2013.0,original,joy,joy
maria bamford: the special special special!,comedy,6.15,1.0486,2012-11-28,,"welcome to the special special special comedy special. it's very good. i love comedy. and who do i want to make laugh more than marilyn and joel bamford, my parents? so, we've cut out the middle man of 200 strangers in a tv studio and gone right to the source. with some paid audiences, the feigned enthusiasm can be a little uncomfortable to watch, but i genuinely rock the house. my parents only wish they could be there with you when you watch this with your parents.",20.0,,english,2012.0,original,"amusement, love",amusement
unsupersize us,documentary,6.339,0.61,2016-12-01,,"unsupersize us is the follow up to the award-winning film unsupersize me. director juan-carlos asse takes five subjects from his hometown that all suffer from common health issues and puts them on regimen of a plant based diet and exercise for six weeks. the results are impressive as the five people quickly turn their health around in the six-week period. asse tests the 5 subjects with many exciting physical challenges throughout the film. the film showcases cooking skills, healthy shopping, eating healthy on the road, and mental fortitude. an interesting twist occurs when asse reveals his own trials and tribulations including a seven-year federal prison sentence... leading him to true freedom.",0.0,,english,2016.0,original,"excitement, surprise",excitement
the burial society,thriller,6.0,0.9073,2002-10-07,,"in the burial society, sheldon kasner, an unlikely criminal who works as a bank loan manager, infiltrates the mysterious world of the chevrah kadisha (the jewish society that prepares bodies for burial according to ancient ritual) in order to steal a body and fake his own death after mobsters come after him looking for two million dollars that he is accused of having stolen. having sought and found refuge within this ancient religious society, sheldon finds himself captivated by this unusual and powerful world and the three old men who run it.",7.0,,english,2002.0,original,"excitement, sadness",excitement
just to get a rep,"drama, crime, history",6.6,0.9496,2004-01-01,,"more than thirty years ago, the youth of new york's neglected neighborhoods started a revolution by spray-painting their names on subway trains. the energy and freedom of this expression has inspired generations of youth throughout the world, yet the established authorities and institutions continually deny its merit. working against the powers of the media, the police, and the art world, aerosol artists have developed a unique worldwide culture based on respect, camaraderie and a shared struggle to re-claim and re-create their environments. just to get a rep rigorously examines the love-hate relationship between graffiti and hip-hop. hear the true story of aerosol art as told by new york's pioneers as well as today's innovators from all over the world. written by anonymous",5.0,,english,2004.0,inferred_text,"excitement, love",excitement
primeval,"adventure, horror, action",6.095,4.5029,2007-01-12,,a news team is sent to burundi to capture and bring home a legendary 25-foot crocodile. their difficult task turns potentially deadly when a warlord targets them for death.,472.0,,english,2007.0,original,"admiration, sadness",admiration
the ocean's 11 story,documentary,6.833,1.1467,2001-11-22,,"vintage newsreels and interviews help re-create the magic of ""the summit,"" a memorable period in 1960 in which frank sinatra and his rat pack took over las vegas' sands hotel during filming of the original ocean's 11. highlights include clips from the rat pack's nightly performances in the hotel's legendary copa room, where they entertained everyone from mafiosos to soon-to-be-president john f. kennedy.",4.0,,english,2001.0,original,admiration,admiration
bad frank,"thriller, drama",4.941,1.1691,2017-07-04,,"frank pierce leads a seemingly normal life, but when a disturbing past reemerges & something precious is taken from him, his mask of sanity loosens & unearths the urge to be violent once again.",17.0,,english,2017.0,original,"fear, excitement",fear
molokai: the story of father damien,drama,6.25,1.6207,1999-03-17,,"the true story of the 19th century belgian priest, father damien, who volunteered to go to the island of molokai, to console and care for the lepers.",20.0,,english,1999.0,original,caring,caring
i live in grosvenor square,"comedy, drama, romance",7.333,1.1551,1945-07-20,,the ww ii romance set in grosvenor square aka eisenhower's home where the gis stayed in london. neagle loves harrison. there arrives patriot gi dean jagger to rouse things up in the square. snotty british neagle and jagger clash and fall for each other. what will harrison have to say or do about these? what will the consequences be? will the three finally become two and which two in this extremely patriotic love and war story.,9.0,,english,1945.0,original,love,love
the otherworld,documentary,6.2,1.3075,2013-07-27,,"hidden deep in the south of france, practically untouched by the modern age, is a place known by many as 'the zone'. in this space, the supernatural is an everyday reality of life. magic is everywhere. it is reason. it is currency. it is unquestionable fact. prepare yourself for a journey into life on the other side of the mirror.",5.0,,english,2013.0,original,neutral,neutral
polanski unauthorised,"history, documentary",2.2,1.9782,2009-02-13,,an unauthorized chronicle of the life of roman polanski.,3.0,,english,2009.0,original,neutral,neutral
hatchet ii,"horror, comedy, thriller",5.533,3.6637,2010-10-01,,"picking up right where the original ended, marybeth escapes the clutches of the swamp-dwelling killer victor crowley. after learning the truth about her family s connection to the hatchet-wielding madman, marybeth returns to the louisiana swamps along with an army of hunters to recover the bodies of her family and exact the bloodiest revenge against the bayou butcher.",411.0,,english,2010.0,original,"anger, caring",anger
lovesick fool - love in the age of like,"animation, comedy",6.339,1.1838,2018-02-01,,the adventures of a single guy in l.a. in search of true love.,0.0,,english,2018.0,original,love,love
living dark: the story of ted the caver,horror,4.867,0.991,2013-09-11,,"two brothers, reunited for their father's funeral, stumble upon the entrance to a nearby cave. here, they are slowly forced to confront the true, nightmarish cause of their father's death. based on the popular ted the caver internet legend.",30.0,,english,2013.0,original,"admiration, joy",admiration
raiders of the sun,"action, adventure, science fiction",4.4,0.9458,1992-06-24,,"bloodthirsty factions rule the barren earth. it's the 21st century and a biological disaster has ruined the planet. here, in a world where gunpowder is more valuable than gold, a few hundred survivors wage the final conflict for power and control. yet among them rises a new warrior, destined to shape the aeons which will follow -- a man who stops at nothing to achieve his ends, and for whom courage is the only commodity",9.0,,english,1992.0,original,"approval, anger",approval
inner demons,"thriller, horror, mystery",5.179,1.2065,2014-06-13,,"inner demons follows an 'intervention'-style reality show crew that films an episode about a sixteen-year old girl, a former a-student, who is fighting addiction but may in fact be suffering from something even more destructive: demonic possession. the movie is an inquiry into the truth about her - with symptoms that straddle the disturbing and scary intersection between insanity, addiction and true possession.",81.0,,english,2014.0,original,realization,realization
eyes of an angel,drama,7.2,2.4147,1991-07-26,,"john travolta is a downtrodden single father raising his daughter under difficult circumstances in chicago. the young girl comes upon and then nurses a wounded doberman used for fighting, back to health. duped by underworld types he was working as a courier for, father and daughter leave the dog and flee cross-country to los angeles with both canine and mobsters in pursuit.",54.0,,english,1991.0,original,"sadness, neutral",sadness
air bud: golden receiver,"comedy, family",5.132,3.2531,1998-08-14,,josh and buddy move from basketball to football in this first of several sequels to the original air bud.,197.0,,english,1998.0,original,"joy, amusement",joy
lonely wives,comedy,3.816,1.6708,1972-01-28,,"an oft-naked male reporter decides to do an expose on ""sexual widows"", housewives who are neglected by their busy husbands. - this cheaper sex film is disguised as a report about green widows.",19.0,,english,1972.0,original,"joy, amusement",joy
a miracle on christmas lake,"family, mystery",4.944,1.0587,2016-09-24,,"after losing his best friend charlie on christmas eve, bobby whiteside ventures out onto the lake where they played games of winter hockey. upon shoveling the ice surface he discovers a magic, perfectly groomed hockey rink that appears only at night in his presence. when a development company starts purchasing lake frontage, bobby joins forces with his high school crush to rally the town to play one last game on the night pond.",9.0,,english,2016.0,original,"curiosity, realization",curiosity
the wrong house,"thriller, tv movie",5.7,1.7729,2016-12-26,,"rebecca lassiter and her husband brian leave new york city to move to los angeles and find the perfect suburban house for them and their young daughter. shortly after moving in, rebecca and brian notice strange things start to happen--food deliveries they did not order, rat and pest control dispatched without their knowledge, and finally--a rock thrown through the window. the lassiter's ideal life quickly begins to unravel and their family's safety is put in jeopardy.",18.0,,english,2016.0,original,caring,caring
i spill your guts 2,horror,6.339,0.5509,2020-02-14,,the riveting sequel to spill your guts 1 that everyone was asking for!,0.0,,english,2020.0,original,"fear, surprise",fear
my alien girlfriend,"comedy, science fiction",4.444,0.679,2019-07-15,,"while celebrating his last night as a single man, joe finds out that a spaceship has landed in his backyard; he tries to send back the alien to its home before his fianc e finds out.",9.0,,english,2019.0,original,"joy, amusement",joy
shootdown,"drama, tv movie",5.667,2.0558,1988-11-28,,"nan moore is a u.s. government employee whose son is killed when korean air flight 007 is shot down by soviets on september 1, 1983. while the ""official"" story maintains that the flight accidentally veered too far into soviet territory, was mistaken as a spy plane and shot down when it failed to identify itself, ms. moore suspects otherwise. however, in the course of her struggles to get to the bottom of what actually happened, she finds herself constantly stonewalled. facing a conspiracy of silence and the increasing hostility of the authorities, ms. moore attempts to find out exactly what occurred, but with every answer she discovers, new questions arise...",6.0,,english,1988.0,original,"approval, curiosity",approval
kept woman,"thriller, tv movie, mystery",6.5,4.872,2015-02-28,,"jessica and her fianc evan have just moved from the city into their dream home on a quiet suburban street. soon after, jessica catches her seemingly friendly new neighbor, simon, in a strange lie and can't let her suspicions rest. the danger escalates when simon lures her inside his home and imprisons jessica in his secret bunker, meticulously decorated in the idealized style of the 1950s.",80.0,,english,2015.0,original,"curiosity, optimism",curiosity
love on demand,documentary,6.339,0.6239,2019-10-15,,"can you find love with an app? in this sweet documentary, jon-paul gates hits the streets london to interview people on the street and one of the world's biggest online dating companies, badoo. all of this to explore the ups and downs of online dating in the age of social media.",0.0,,english,2019.0,original,love,love
wade in the water,drama,6.0,0.848,2019-02-16,,"when a package is delivered to the wrong post office box, a horrifying secret is uncovered.",6.0,,english,2019.0,original,curiosity,curiosity
house of dreams,documentary,6.339,0.7952,1951-07-05,,"the treatment of injured and sick children at louisville, kentucky's kosair crippled children hospital (now kosair children's hospital) is depicted in this documentary short film. one of the children, donald white, is followed during his treatment for accidental burns. the various treatments and facilities of the hospital are explained by narrator victor mature.",0.0,,english,1951.0,original,excitement,excitement
one winter night,"horror, drama",3.3,0.8666,2019-12-13,,an orthodox jewish mother and her daughters fall prey to the malevolent forces that preside over a rural community.,3.0,,english,2019.0,original,"fear, surprise",fear
senseless,"comedy, romance, science fiction",6.209,4.7551,1998-02-20,,a student gets his senses enhanced by an experimental drug. but abuse is not an option.,413.0,,english,1998.0,original,"joy, amusement",joy
murder in mississippi,"tv movie, drama",6.944,1.5388,1990-02-05,,"in 1964, members of the ku klux klan murdered three civil rights workers who had traveled to the south to encourage african-american voter registration. examines the last three weeks in the lives of the slain activists.",9.0,,english,1990.0,original,"anger, approval",anger
mooch goes to hollywood,"comedy, family",4.818,1.7236,1971-12-31,,a dog tries to become a canine star with the help of zsa zsa gabor.,11.0,,english,1971.0,original,"joy, amusement",joy
john bronco,comedy,6.053,3.0795,2020-10-15,,"the unbelievable story of the rise, fall and ultimate redemption of the legendary pitchman for the ford bronco.",19.0,,english,2020.0,original,"admiration, approval",admiration
the supremes at earl's all-you-can-eat,"comedy, drama",6.689,3.8992,2024-08-07,,"three lifelong best friends known as the supremes share the unbreakable bonds of sisterhood from decades of weathering life s storms. through the joys and sorrows of life, marriage and children, happiness and blues, love and loss, new shades of heartbreak and illness threaten to stir up the past when the trio sees their bond put to the test as they face their most challenging times yet.",37.0,,english,2024.0,original,"love, sadness",love
the wedding party 2: destination dubai,"romance, comedy",6.5,1.4317,2017-12-15,,"in ""the wedding party"" sequel, nonso has continued his romance with deirdre, the bridesmaid from london. nonso manages to propose by accident, while on a dinner date, and sets off a chain of events too powerful to stop.",7.0,,english,2017.0,original,"excitement, love",excitement
a child of the king,drama,9.5,0.8032,2019-12-25,,an american doctor establishes an orphanage in ecuador to help the starving and homeless children of the amazon rain-forest.,2.0,,english,2019.0,original,"sadness, neutral",sadness
the perfect host: a southern gothic tale,"horror, thriller, drama",5.0,1.0672,2018-08-22,,"while sorting her dead grandmother's affairs, a young woman boards in a southern mansion and soon discovers the matriarch may desire more than just her company.",11.0,,english,2018.0,original,"curiosity, desire",curiosity
let go and let god,drama,6.3,0.7878,2019-09-03,,"let go and let god follows two people from vastly different worlds whose lives are rocked after experiencing sudden deaths in their family. they question god as a result, but find the faith they're looking for on an unexpected path.",3.0,,english,2019.0,original,"caring, sadness",caring
the back 80,documentary,6.0,1.1851,2017-05-20,,suzanne's life was turned upside down when a bigfoot ran across the road in front of her one night. as she tries to understand what she's seen the creature arrives at her doorstep and sends her into a downward spiral looking for answers.,1.0,,english,2017.0,original,neutral,neutral
the blue tooth virgin,"comedy, drama",8.0,0.7926,2008-06-18,,"two writers must face a dilemma that is common to anyone who has ever had an artistic friend: what happens when you have to give feedback, and the news isn't good? sam, an aspiring screenwriter, and david, a successful magazine editor, have been pals for years. when david doesn't appreciate sam's latest attempt, it opens a fissure in their friendship, one that spreads through the rest of their lives. ultimately, both men must reevaluate their motivations to write, their need for praise and validation, and what it means to see yourself as you actually are.",1.0,,english,2008.0,original,"joy, amusement",joy
secrets of the universe,documentary,6.339,0.6984,2019-07-12,,"secrets of the universe is a sweeping, 3d giant-screen adventure that immerses audiences in the greatest mysteries of our time- puzzles spanning from the infinitesimal to the infinitea journey guided by some of the most brilliant minds, seeking to answer life s greatest questions..the answers await at the collision points of intellect and imagination, of theory and experiment, of the tiniest particles and most powerful forces in the universe. our science adventure is led by scientist manuel calderon as we travel to cern, just outside of geneva on the franco-swiss border, to use the large hadron collider (lhc), the biggest machine ever built and the most powerful scientific instrument ever created.",0.0,,english,2019.0,original,"confusion, curiosity",confusion
every single someone,drama,6.339,0.8703,2021-06-25,,"when arlis breaks up with college student lee, he convinces his friends to turn to an online murder-for-hire business to kill her, kickstarting a wave of violence.",0.0,,english,2021.0,original,"sadness, neutral",sadness
elf-man,"family, comedy",3.045,1.676,2012-11-15,,"an elf is left behind by santa to help rescue the harper family from a lousy christmas. the elf and the family get more than they bargained for, as the kids help the elf discover his special powers and true identity as a budding superhero.",22.0,,english,2012.0,original,"approval, caring",approval
deep purple: total rock review,music,2.0,0.4645,2006-01-01,,"legendary rockers deep purple were one of the most influential bands of the 1960s, and this in-depth look at their music traces the band's inspirations and career trajectory. featuring recent interviews with founding members nicky simper and glenn hughes, commentary from prominent rock critics and rare footage from a 1974 tour, this video may be the most authoritative look at deep purple ever put together.",1.0,,english,2006.0,original,"admiration, caring",admiration
querelle,"drama, crime",6.592,4.2449,1982-09-08,,"french sailor querelle arrives in brest and starts frequenting a strange whorehouse. he discovers that his brother robert is the lover of the lady owner, lysiane. here, you can play dice with nono, lysiane's husband: if you win, you are allowed to make love with lysiane; if you lose, you have to make love with nono... querelle loses on purpose.",218.0,,english,1982.0,original,"curiosity, love",curiosity
sunday dinner,comedy,8.0,1.0415,2021-02-08,,"after the recent death of their parents, a passionate italian-american family reunites to enjoy their customary sunday dinner. but one of them has a major confession that threatens to unravel their beloved tradition.",1.0,,english,2021.0,original,"love, caring",love
'71,"thriller, action, drama, war",6.807,3.7886,2014-10-10,,a young british soldier must find his way back to safety after his unit accidentally abandons him during a riot in the streets of belfast.,1243.0,,english,2014.0,original,"fear, excitement",fear
